Time [s],pore pressure [Mpa],Pump Rate [mL/min],Pump Volume [mL],SGV1,SGV2,fault slip [mm],shear stress [Mpa],effective normal stress [Mpa],friction,Axial_shortening [mm],DiffStress [Mpa],porosity_reduction
1946.6494,5,-0.0366,80.2317533,0.000175061,0.000156752,0.018200721,1.590153135,30.95024701,0.05137772,0.030683806,3.673616094,0.000109049
1946.749,5,-0.036765,80.2316575,0.000179994,0.000156775,0.01799532,1.594404089,30.9526096,0.051511136,0.030764814,3.679770919,0.000109537
1946.8486,5,-0.038591,80.2316077,0.000180783,0.000158848,0.017910675,1.598687179,30.95504465,0.051645449,0.030817487,3.69530578,0.00010979
1946.9482,5,-0.0388,80.23151674,0.000178566,0.000158111,0.018160826,1.603093231,30.95770016,0.051783344,0.030884419,3.706120194,0.000110254
1947.0479,5,-0.0388,80.23145205,0.000179113,0.000158415,0.018190642,1.607572911,30.96029982,0.051923687,0.030993197,3.70311505,0.000110583
1947.1475,5,-0.037929167,80.23139908,0.000181522,0.000159526,0.018065247,1.612186829,30.96290768,0.052068328,0.031029938,3.723924115,0.000110853
1947.2471,5,-0.0366,80.23132909,0.000175116,0.000157828,0.018611219,1.616794972,30.96581195,0.052212258,0.03107312,3.742600917,0.000111209
1947.3467,5,-0.0366,80.23126065,0.000181259,0.000160003,0.01820939,1.621329765,30.96825071,0.05235458,0.031137691,3.754197046,0.000111558
1947.4463,5,-0.0366,80.23121085,0.000183309,0.000160915,0.018117779,1.625763731,30.97076977,0.052493488,0.031178695,3.773594754,0.000111812
1947.5459,5,-0.0366,80.23116019,0.000183371,0.000160989,0.01818967,1.630140675,30.97332889,0.052630464,0.0312915,3.769223377,0.00011207
1947.6455,5,-0.0368475,80.23110688,0.00017589,0.000159617,0.01878062,1.634526499,30.97612488,0.052767301,0.03137574,3.774308123,0.000112341
1947.7451,5,-0.0413295,80.23105044,0.000177929,0.000160348,0.018700964,1.638842663,30.97858126,0.052902444,0.031475592,3.774224548,0.000112629
1947.8447,5,-0.042,80.23094601,0.000181542,0.000162096,0.018472113,1.643107168,30.9809412,0.053036064,0.031547728,3.783316374,0.00011316
1947.9443,5,-0.0418065,80.23083585,0.000184836,0.000161799,0.018379882,1.64735566,30.98335289,0.053169057,0.031644852,3.784136033,0.000113721
1948.0439,5,-0.0373245,80.23078605,0.000184497,0.000162721,0.018426854,1.651635388,30.98584476,0.0533029,0.03167311,3.807753196,0.000113975
1948.1436,5,-0.0366,80.23073063,0.000179429,0.00016159,0.01886438,1.656040184,30.98858321,0.053440332,0.031739088,3.818916781,0.000114257
1948.2432,5,-0.0366,80.23067419,0.000187644,0.000163986,0.018331695,1.660382596,30.99085248,0.053576538,0.031776126,3.8396274,0.000114545
1948.3428,5,-0.0366,80.23062203,0.000179728,0.000161234,0.019027516,1.664761436,30.99369126,0.053712913,0.031875107,3.839832187,0.00011481
1948.4424,5,-0.035610667,80.23057629,0.000185859,0.000163036,0.018650184,1.669025373,30.99598458,0.053846503,0.031924387,3.856490196,0.000115043
1948.542,5,-0.0313,80.23053213,0.000187527,0.000164079,0.01857564,1.673127462,30.99831964,0.053974779,0.031983937,3.869748408,0.000115268
1948.6416,5,-0.0313,80.23045859,0.000184448,0.000164573,0.018807276,1.677190386,31.00076879,0.054101574,0.032021938,3.890140311,0.000115643
1948.7412,5,-0.0313,80.23041352,0.000186485,0.000163558,0.018829847,1.681339916,31.0031746,0.054231218,0.032167296,3.874992513,0.000115872
1948.8408,5,-0.0313,80.23037365,0.000183991,0.000165328,0.018951639,1.685697852,31.00574503,0.054367275,0.032206719,3.894913827,0.000116075
1948.9404,5,-0.0313,80.23033049,0.000187968,0.000165864,0.018770186,1.690154349,31.00823698,0.054506625,0.032271152,3.906555488,0.000116295
1949.04,5,-0.0313,80.23028467,0.000191168,0.000166526,0.018626162,1.694630351,31.0107569,0.054646533,0.032348767,3.913833308,0.000116529
1949.1396,5,-0.0313,80.23016667,0.000182712,0.000163855,0.019347487,1.699134702,31.01367953,0.054786621,0.03243115,3.919532824,0.00011713
1949.2393,5,-0.03750625,80.23011304,0.000181889,0.000164261,0.019451052,1.703553873,31.01627718,0.054924512,0.032566269,3.90780769,0.000117403
1949.3389,5,-0.0388,80.23006255,0.000188426,0.000165461,0.01908405,1.707937461,31.01864419,0.055061641,0.032630221,3.919608658,0.00011766
1949.4385,5,-0.0388,80.23000885,0.000188585,0.000164521,0.019209208,1.7122826,31.02120873,0.055197159,0.032716892,3.923888923,0.000117933
1949.5381,5,-0.0388,80.22994987,0.000187696,0.000166808,0.01920964,1.716484488,31.02363489,0.055328284,0.032692606,3.964900331,0.000118234
1949.6377,5,-0.03943425,80.22988797,0.00019256,0.000166874,0.019006316,1.720670886,31.02596113,0.055459068,0.032791358,3.965181207,0.000118549
1949.7373,5,-0.04300325,80.22983153,0.000192774,0.00016835,0.018990066,1.724861232,31.02837317,0.055589806,0.032869477,3.97229203,0.000118836
1949.8369,5,-0.0431,80.22973709,0.000190873,0.000167484,0.019230309,1.729163574,31.03096439,0.05572381,0.032988059,3.966008302,0.000119317
1949.9365,5,-0.0431,80.22967735,0.000190047,0.000167364,0.019365203,1.733477053,31.033515,0.055858225,0.033030943,3.984783703,0.000119622
1950.0361,5,-0.0431,80.22960099,0.0001901,0.000167457,0.019436798,1.737824241,31.03605682,0.055993719,0.033034465,4.016589509,0.000120011
1950.1357,5,-0.03791625,80.22954377,0.000193639,0.000169043,0.019220436,1.742234207,31.03850632,0.05613138,0.033034297,4.049617163,0.000120302
1950.2354,5,-0.0366,80.22949733,0.000195221,0.000168109,0.019263036,1.74657508,31.04103154,0.056266657,0.033142478,4.04680932,0.000120538
1950.335,5,-0.0366,80.22944867,0.000196287,0.00016717,0.019336611,1.750816804,31.04351335,0.056398797,0.033233207,4.049746218,0.000120786
1950.4346,5,-0.0366,80.2293794,0.00018676,0.000165974,0.020037533,1.754965338,31.04622145,0.056527502,0.033323568,4.052804635,0.000121139
1950.5342,5,-0.033941167,80.22931195,0.000188456,0.000166442,0.019994722,1.759047127,31.04855895,0.056654711,0.033369432,4.070593379,0.000121483
1950.6338,5,-0.0323,80.22926089,0.000193137,0.000166972,0.019776215,1.76310168,31.05080229,0.056781196,0.033473411,4.069143927,0.000121743
1950.7334,5,-0.0323,80.22921553,0.000196581,0.000170439,0.019458224,1.767322559,31.05309725,0.056912924,0.033528078,4.084018538,0.000121974
1950.833,5,-0.0326575,80.22916847,0.000192398,0.000168981,0.019863441,1.771733199,31.05582465,0.057049949,0.033616308,4.087782684,0.000122213
1950.9326,5,-0.0353965,80.22909543,0.000192146,0.000168453,0.019986925,1.776280728,31.0585053,0.057191443,0.033728287,4.083684594,0.000122585
1951.0322,5,-0.0356,80.229022,0.000192566,0.000169688,0.019968464,1.781000473,31.061222,0.05733839,0.0337935,4.095068245,0.000122959
1951.1318,5,-0.0356,80.22901374,0.000194287,0.000170084,0.019922532,1.785810751,31.06397871,0.057488153,0.033852936,4.108364248,0.000123001
1951.2314,5,-0.0356,80.22894402,0.000193627,0.000170457,0.02001613,1.790531438,31.06674599,0.057634985,0.033885893,4.130425668,0.000123356
1951.3311,5,-0.0356,80.22888334,0.000199878,0.000170628,0.019723276,1.795136836,31.06927416,0.057778525,0.033958129,4.139517494,0.000123665
1951.4307,5,-0.041314917,80.22878116,0.000197859,0.000172419,0.019816694,1.79945813,31.07181077,0.057912883,0.03399033,4.161829488,0.000124186
1951.5303,5,-0.0453,80.22865158,0.000200667,0.000173597,0.01966772,1.803660806,31.07417068,0.058043731,0.034048528,4.175535167,0.000124846
1951.6299,5,-0.0453,80.22858406,0.000198358,0.000172773,0.01993039,1.807796351,31.07667561,0.058172128,0.034161631,4.171065292,0.00012519
1951.7295,5,-0.0453,80.22852662,0.000197754,0.000173443,0.020008189,1.811947463,31.07910699,0.058301143,0.034222695,4.183822409,0.000125482
1951.8291,5,-0.0453,80.22846036,0.000199147,0.000173792,0.019989266,1.816094793,31.081493,0.058430102,0.03430102,4.190865139,0.00012582
1951.9287,5,-0.0453,80.22838878,0.00020357,0.000174062,0.019799632,1.820270285,31.08381906,0.058560059,0.034372308,4.200237688,0.000126184
1952.0283,5,-0.0453,80.22832819,0.000197979,0.000172764,0.020278096,1.82454826,31.08650257,0.058692619,0.034442656,4.209921365,0.000126493
1952.1279,5,-0.0453,80.22825847,0.000197732,0.000172721,0.020375644,1.828797672,31.08899952,0.058824591,0.034510666,4.220379068,0.000126848
1952.2275,5,-0.0463,80.22816058,0.000198177,0.000173731,0.020373256,1.83295621,31.09139939,0.058953802,0.034522785,4.249338987,0.000127346
1952.3271,5,-0.0463,80.2280975,0.000198334,0.000173831,0.020439617,1.837151673,31.09385127,0.059084082,0.034601683,4.256191953,0.000127668
1952.4268,5,-0.0463,80.22803436,0.000202735,0.000175295,0.020182776,1.841278678,31.09611932,0.059212491,0.034732653,4.245840438,0.000127989
1952.5264,5,-0.0463,80.22797128,0.000199135,0.000174629,0.020510908,1.845411372,31.09865184,0.059340559,0.034839542,4.243427298,0.000128311
1952.626,5,-0.0386,80.2279126,0.000198646,0.000174722,0.020615273,1.849583096,31.10110698,0.059470008,0.034880065,4.262984263,0.000128609
1952.7256,5,-0.0323,80.227806,0.000202797,0.000176514,0.020352657,1.853858674,31.10345823,0.059602976,0.034959056,4.269806875,0.000129152
1952.8252,5,-0.0323,80.22774224,0.000206324,0.000176503,0.020229163,1.858271091,31.10595061,0.059740051,0.035062232,4.268622918,0.000129477
1952.9248,5,-0.034082,80.22769792,0.000198547,0.000174893,0.020850628,1.862703033,31.10878686,0.059877071,0.035135239,4.27742628,0.000129703
1953.0244,5,-0.0356,80.22764884,0.000204695,0.000177646,0.020415675,1.867175782,31.11117501,0.060016241,0.035223744,4.281099414,0.000129953
1953.124,5,-0.0356,80.2275948,0.000201684,0.000176965,0.020708655,1.87154715,31.11382963,0.060151617,0.035277219,4.296368678,0.000130228
1953.2236,5,-0.0356,80.2275482,0.000208352,0.000177899,0.020350251,1.875830308,31.11614249,0.060284796,0.035314808,4.316897021,0.000130465
1953.3232,5,-0.0356,80.2274984,0.000206147,0.000178238,0.020538552,1.880110848,31.11869793,0.060417401,0.035343318,4.340430761,0.000130719
1953.4229,5,-0.0377,80.22742102,0.000205682,0.00017825,0.020645815,1.884344273,31.12118999,0.060548593,0.035401547,4.35415946,0.000131113
1953.5225,5,-0.0377,80.22736475,0.000201344,0.000178068,0.020988251,1.888517327,31.1237522,0.060677688,0.035462931,4.36681039,0.0001314
1953.6221,5,-0.0377,80.22731495,0.000212293,0.000180306,0.020308753,1.892617775,31.12581621,0.060805402,0.035534311,4.376152636,0.000131653
1953.7217,5,-0.0377,80.2272597,0.000206509,0.000179211,0.020786956,1.896852627,31.12847471,0.060936254,0.035637143,4.375082557,0.000131935
1953.8213,5,-0.0377,80.22720531,0.000208922,0.000178815,0.02075164,1.901059199,31.13088761,0.061066656,0.035707651,4.384713165,0.000132212
1953.9209,5,-0.034019,80.22716037,0.000208804,0.000180274,0.020754889,1.905324493,31.13335163,0.061198824,0.035742925,4.406008047,0.000132441
1954.0205,5,-0.0269,80.2271012,0.000207977,0.000179634,0.020919481,1.909706041,31.1359548,0.06133443,0.035802727,4.419182684,0.000132742
1954.1201,5,-0.030155417,80.22701396,0.000213879,0.00018204,0.020519956,1.914019867,31.13826701,0.061468413,0.035839445,4.43999944,0.000133186
1954.2197,5,-0.0334,80.2269728,0.000207917,0.000181035,0.021002839,1.918304078,31.1409561,0.06160068,0.035916578,4.447436822,0.000133396
1954.3193,5,-0.0334,80.22692899,0.000215729,0.000183197,0.020508116,1.922504887,31.14316055,0.061731207,0.035995179,4.454388388,0.000133619
1954.4189,5,-0.0334,80.22688251,0.000212321,0.000182946,0.020800073,1.926769585,31.14575313,0.061862995,0.036107502,4.450176522,0.000133856
1954.5186,5,-0.0334,80.2268327,0.000209679,0.000181744,0.021102692,1.93104553,31.14835696,0.061995101,0.036234758,4.441054495,0.000134109
1954.6182,5,-0.033885333,80.22675569,0.000212897,0.000183017,0.020923646,1.935371194,31.15077444,0.062129152,0.036392105,4.42193751,0.000134502
1954.7178,5,-0.036541333,80.22669925,0.000214783,0.000183287,0.020878653,1.939777077,31.15329809,0.062265545,0.036440354,4.438937,0.000134789
1954.8174,5,-0.0366,80.22664281,0.000214592,0.000183828,0.02093779,1.944215942,31.15588728,0.062402843,0.036486356,4.456680367,0.000135076
1954.917,5,-0.0366,80.2265992,0.000216582,0.000184474,0.020865489,1.948580116,31.15837465,0.062537926,0.036524563,4.477003871,0.000135299
1955.0166,5,-0.0366,80.2265537,0.000213211,0.000184244,0.0211525,1.953044751,31.16108046,0.062675771,0.036551537,4.50104604,0.00013553
1955.1162,5,-0.037927333,80.22650149,0.000209336,0.000184236,0.021455901,1.957496361,31.16378606,0.062813175,0.036592771,4.520367914,0.000135796
1955.2158,5,-0.041,80.22642029,0.000219002,0.000186551,0.020843286,1.961953375,31.16608579,0.062951549,0.036644549,4.536198727,0.00013621
1955.3154,5,-0.041,80.22629461,0.000213395,0.000186639,0.021241393,1.966380293,31.16881943,0.063088058,0.0367052,4.54909259,0.00013685
1955.415,5,-0.040358333,80.226237,0.000217753,0.00018693,0.021053284,1.970694009,31.17122596,0.063221575,0.036785841,4.555368882,0.000137143
1955.5146,5,-0.0388,80.2261787,0.000221909,0.0001888,0.020785986,1.974956762,31.17356772,0.063353569,0.036832806,4.572793328,0.00013744
1955.6143,5,-0.0388,80.22612885,0.000211125,0.000187473,0.02156487,1.979361624,31.17645863,0.063488982,0.036958961,4.564035447,0.000137694
1955.7139,5,-0.0388,80.22607279,0.000214723,0.000187592,0.021429758,1.983787581,31.17895363,0.063625855,0.037000424,4.583281334,0.000137979
1955.8135,5,-0.0388,80.22602125,0.000213028,0.000188535,0.02155178,1.988311875,31.18162021,0.063765509,0.037075013,4.591561141,0.000138242
1955.9131,5,-0.0445525,80.22593782,0.000219473,0.000190198,0.021162499,1.992802626,31.18403914,0.06390457,0.037126081,4.607627145,0.000138667
1956.0127,5,-0.0453,80.22587129,0.000221872,0.000191652,0.021018938,1.99728031,31.18656023,0.064042982,0.037124537,4.64111016,0.000139006
1956.1123,5,-0.0453,80.2258058,0.000223194,0.000190874,0.021066641,2.00174281,31.18915796,0.064180726,0.037173863,4.657752992,0.000139339
1956.2119,5,-0.0453,80.22574113,0.000224031,0.000191967,0.021034132,2.006229129,31.19173362,0.064319257,0.037277269,4.656493201,0.000139669
1956.3115,5,-0.0467175,80.22567595,0.000220427,0.000191568,0.021345635,2.010545983,31.19436504,0.064452217,0.037406785,4.646589559,0.000140001
1956.4111,5,-0.0507,80.22560068,0.000223203,0.000192454,0.02121411,2.01490578,31.19682345,0.064586889,0.037521676,4.641527578,0.000140384
1956.5107,5,-0.0507,80.22549806,0.000220928,0.000192816,0.021403761,2.019356767,31.1994779,0.064724056,0.037610364,4.645140005,0.000140907
1956.6104,5,-0.047685333,80.22539645,0.000218546,0.00019166,0.021686435,2.023913539,31.20223497,0.064864377,0.037681431,4.65461864,0.000141424
1956.71,5,-0.0388,80.225269,0.000217381,0.00019313,0.021746538,2.028545927,31.20493631,0.065007213,0.037722458,4.674008913,0.000142073
1956.8096,5,-0.0388,80.2252192,0.000220798,0.000193606,0.0216,2.033112941,31.20750765,0.0651482,0.037760872,4.694264069,0.000142327
1956.9092,5,-0.0388,80.2251694,0.000227047,0.000195699,0.021197461,2.037576805,31.20990513,0.065286222,0.037815631,4.709108225,0.00014258
1957.0088,5,-0.03825,80.2250736,0.000228433,0.000197003,0.021122548,2.041877431,31.21235465,0.065418885,0.037816929,4.741650318,0.000143068
1957.1084,5,-0.032025,80.2250238,0.00022233,0.000196572,0.02157921,2.046306251,31.21511553,0.065554979,0.03789271,4.749535472,0.000143322
1957.208,5,-0.0313,80.22497693,0.000229915,0.000198674,0.021099086,2.050750916,31.21746729,0.065692418,0.037969431,4.757109498,0.000143561
1957.3076,5,-0.0313,80.22493496,0.000221167,0.000198064,0.021718811,2.055192538,31.22030836,0.065828707,0.038090076,4.750142501,0.000143774
1957.4072,5,-0.0313,80.22489355,0.000231096,0.000199755,0.021127969,2.059521631,31.22254396,0.065962647,0.0382035,4.745566285,0.000143985
1957.5068,5,-0.032729333,80.22484949,0.000225895,0.000198722,0.021567576,2.06392647,31.22528337,0.066097926,0.038264311,4.758407079,0.00014421
1957.6064,5,-0.0377,80.2247996,0.000230254,0.000198844,0.021387833,2.068402969,31.22778763,0.066235975,0.0383563,4.760926458,0.000144464
1957.7061,5,-0.0377,80.22470144,0.000228093,0.000200413,0.021500138,2.072984642,31.230483,0.066376964,0.038386011,4.784095849,0.000144964
1957.8057,5,-0.0377,80.22461544,0.000223564,0.00019999,0.021864717,2.077514117,31.23326088,0.066516081,0.038429835,4.802560275,0.000145402
1957.9053,5,-0.0377,80.22455917,0.0002298,0.000201477,0.021498079,2.081944801,31.23565523,0.066652829,0.038484387,4.817472829,0.000145688
1958.0049,5,-0.0377,80.22450605,0.000232799,0.000202136,0.021367575,2.086202761,31.2380553,0.066784015,0.038493067,4.847571174,0.000145959
1958.1045,5,-0.0377,80.22445575,0.000230956,0.000203613,0.021468609,2.090576224,31.24062543,0.066918514,0.038531481,4.867826585,0.000146215
1958.2041,5,-0.0377,80.22440595,0.000231548,0.000203323,0.02153081,2.094974541,31.24319257,0.067053792,0.038667623,4.855729361,0.000146469
1958.3037,5,-0.0377,80.22433139,0.000227354,0.000201933,0.021932486,2.099426683,31.24594236,0.067190378,0.038848354,4.82887176,0.000146848
1958.4033,5,-0.03999075,80.2242668,0.000226193,0.000202125,0.022067455,2.103898066,31.24858418,0.067327788,0.039011135,4.80795615,0.000147177
1958.5029,5,-0.041,80.22421036,0.000232663,0.000203132,0.021715339,2.108295222,31.25096566,0.067463362,0.039154384,4.793506392,0.000147465
1958.6025,5,-0.041,80.22415392,0.000223079,0.000201106,0.022465092,2.11273261,31.25386235,0.067599089,0.03926281,4.79058467,0.000147752
1958.7021,5,-0.041,80.22409674,0.000224702,0.000202087,0.02239389,2.117196322,31.25640768,0.067736393,0.03928231,4.817101044,0.000148043
1958.8018,5,-0.040868,80.22403608,0.000230147,0.000203934,0.022052202,2.12162727,31.25881333,0.067872931,0.039335749,4.832415686,0.000148352
1958.9014,5,-0.0366,80.2239533,0.000231755,0.000204156,0.022025545,2.126093971,31.26138028,0.06801024,0.039292779,4.879612223,0.000148774
1959.001,5,-0.0366,80.2238916,0.000227348,0.000205063,0.022306018,2.130649851,31.26413585,0.068149968,0.039349899,4.893674764,0.000149088
1959.1006,5,-0.0366325,80.22378564,0.000232037,0.000206833,0.022011338,2.135213948,31.26663935,0.068290484,0.039392233,4.91263234,0.000149628
1959.2002,5,-0.0420275,80.22372588,0.000232299,0.000207413,0.022040864,2.139796837,31.26929847,0.068431239,0.039428652,4.933548001,0.000149932
1959.2998,5,-0.0431,80.22366878,0.000235642,0.000208894,0.021839886,2.144453395,31.2718972,0.068574458,0.039450354,4.959335523,0.000150223
1959.3994,5,-0.0431,80.22361036,0.000230783,0.000208357,0.02222848,2.149180107,31.27479967,0.068719229,0.039545048,4.960959613,0.000150521
1959.499,5,-0.0431,80.2235298,0.000238572,0.000209651,0.021781191,2.153874603,31.27731033,0.068863805,0.039629381,4.966013751,0.000150931
1959.5986,5,-0.0388425,80.22346146,0.000235923,0.00021011,0.021985418,2.158509665,31.28007757,0.069005892,0.039683107,4.981199847,0.000151279
1959.6982,5,-0.0366,80.22340696,0.000239969,0.000210441,0.021810682,2.163105037,31.28265269,0.06914711,0.039703823,5.007313878,0.000151556
1959.7979,5,-0.0366,80.22335505,0.000234639,0.000209737,0.022236512,2.167782985,31.28554364,0.069290245,0.039765537,5.019888821,0.000151821
1959.8975,5,-0.0366,80.22330525,0.000237139,0.000211245,0.022082719,2.172431659,31.28815888,0.06943303,0.039842052,5.027530991,0.000152074
1959.9971,5,-0.0366,80.22325545,0.000234155,0.000211736,0.022304668,2.177036054,31.29091633,0.069574059,0.039897682,5.042086937,0.000152328
1960.0967,5,-0.0366,80.22315452,0.000242014,0.000213181,0.021845916,2.181571054,31.29332978,0.069713612,0.039980752,5.047558849,0.000152842
1960.1963,5,-0.0366,80.22306694,0.000234508,0.000211466,0.022456227,2.186194649,31.29627172,0.069854795,0.0400895,5.044530685,0.000153288
1960.2959,5,-0.0366,80.22302378,0.000241829,0.000212919,0.022027964,2.190743644,31.29870686,0.069994701,0.040225298,5.032547339,0.000153508
1960.3955,5,-0.040101667,80.22296788,0.000241158,0.000213811,0.022093143,2.19535389,31.30139769,0.07013597,0.040284573,5.045896664,0.000153793
1960.4951,5,-0.041,80.22291895,0.000244067,0.000215403,0.021910849,2.200008657,31.30400373,0.070278827,0.040375233,5.048856226,0.000154042
1960.5947,5,-0.041,80.222867,0.000244662,0.000216292,0.02190357,2.204553125,31.30662423,0.070418104,0.040357159,5.087811306,0.000154306
1960.6943,5,-0.041,80.22279113,0.000243387,0.000216452,0.02204652,2.209090055,31.30930745,0.070556976,0.040376179,5.11448658,0.000154693
1960.7939,5,-0.041,80.22272012,0.000239979,0.000214825,0.022415189,2.213705323,31.31213669,0.070697996,0.040457301,5.120603616,0.000155054
1960.8936,5,-0.041,80.22266363,0.000244169,0.000217092,0.022119835,2.218359333,31.31469181,0.070840848,0.040526832,5.130590782,0.000155342
1960.9932,5,-0.041,80.22258837,0.000242032,0.00021719,0.022314515,2.223091582,31.3175109,0.070985577,0.040625928,5.130757678,0.000155725
1961.0928,5,-0.041,80.22248275,0.000246705,0.000219094,0.0220116,2.227844027,31.32011947,0.071131403,0.040680344,5.145715712,0.000156263
1961.1924,5,-0.041,80.22242631,0.000247371,0.000218588,0.022079162,2.232585903,31.32288736,0.071276504,0.040776551,5.146838961,0.000156551
1961.292,5,-0.0442,80.222346,0.000246989,0.000219959,0.022099117,2.237308968,31.32562313,0.071421052,0.040795982,5.173377998,0.00015696
1961.3916,5,-0.0442,80.2223344,0.000245128,0.000220706,0.022240594,2.242015357,31.32840354,0.071564941,0.040839049,5.192092844,0.000157019
1961.4912,5,-0.0442,80.2222348,0.000249187,0.000221888,0.022014885,2.246750287,31.33103647,0.071710053,0.040926729,5.196039114,0.000157526
1961.5908,5,-0.0442,80.22215336,0.000241556,0.000220148,0.022632525,2.251532877,31.33407348,0.071855735,0.040983093,5.210351872,0.000157941
1961.6904,5,-0.045432,80.22207368,0.000243378,0.000220565,0.022579795,2.25632031,31.33681396,0.072002224,0.04105328,5.220088872,0.000158347
1961.79,5,-0.0463,80.22199733,0.000250151,0.000223159,0.02211515,2.261139258,31.33938872,0.072150075,0.0410839,5.242924319,0.000158736
1961.8896,5,-0.0463,80.22190259,0.000250741,0.000223606,0.022131292,2.265982391,31.34219211,0.072298146,0.041158053,5.251348307,0.000159218
1961.9893,5,-0.0463,80.22180949,0.000247427,0.000222779,0.022447158,2.270738359,31.345079,0.072443217,0.041222426,5.263042934,0.000159692
1962.0889,5,-0.04193975,80.22174629,0.000244921,0.000222378,0.02269245,2.275416015,31.34788917,0.07258594,0.041367623,5.247948408,0.000160014
1962.1885,5,-0.0356,80.22169175,0.000246093,0.000222103,0.022718938,2.279980533,31.35053632,0.072725408,0.041455073,5.251970512,0.000160292
1962.2881,5,-0.0356,80.22164222,0.000250512,0.000224197,0.0224207,2.284600891,31.35307072,0.072866894,0.041514715,5.265198268,0.000160544
1962.3877,5,-0.0356,80.22159574,0.000249815,0.000225371,0.022470251,2.2893147,31.35581437,0.073010851,0.041520919,5.296116272,0.000160781
1962.4873,5,-0.0368285,80.22151453,0.000248319,0.000225946,0.022600331,2.294053806,31.35860857,0.073155472,0.041615568,5.297755539,0.000161195
1962.5869,5,-0.041,80.22145763,0.000250732,0.000226086,0.022529635,2.298813958,31.36132528,0.073300919,0.041710606,5.299265546,0.000161484
1962.6865,5,-0.041,80.22139455,0.000246354,0.000224492,0.022951121,2.303584702,31.36426787,0.073446149,0.041810182,5.299273491,0.000161806
1962.7861,5,-0.041,80.22133434,0.000250751,0.000225406,0.022721926,2.308243859,31.3668555,0.073588628,0.041868908,5.312804635,0.000162112
1962.8857,5,-0.042752,80.22127677,0.000253641,0.000227079,0.022535249,2.313002315,31.36951944,0.073734069,0.041868143,5.346029641,0.000162405
1962.9854,5,-0.0442,80.22121725,0.000256343,0.000227539,0.022429745,2.317716853,31.37219427,0.07387806,0.041925661,5.359993685,0.000162709
1963.085,5,-0.0442,80.22113833,0.00025373,0.000229005,0.022572527,2.322501608,31.3750205,0.074023907,0.042030213,5.358354418,0.00016311
1963.1846,5,-0.0442,80.22102509,0.000251134,0.000228314,0.022838654,2.32731015,31.37791554,0.074170324,0.042122706,5.360706901,0.000163687
1963.2842,5,-0.045378667,80.22093506,0.000249557,0.000227061,0.023078291,2.332129549,31.38080502,0.074317072,0.042220426,5.361329361,0.000164146
1963.3838,5,-0.0474,80.22086772,0.000255452,0.000228562,0.022727695,2.336923788,31.38341644,0.074463652,0.042302558,5.367112147,0.000164489
1963.4834,5,-0.0474,80.22080762,0.000249525,0.000228865,0.023128224,2.341808716,31.38641559,0.074612174,0.042335469,5.389188846,0.000164795
1963.583,5,-0.0474,80.2207379,0.000259068,0.000229473,0.022617399,2.346729668,31.38902862,0.074762736,0.042374984,5.409079705,0.00016515
1963.6826,5,-0.0459875,80.22063644,0.000260086,0.0002316,0.022511168,2.351661412,31.39182853,0.074913171,0.042422132,5.426443494,0.000165667
1963.7822,5,-0.0399,80.22057675,0.000260256,0.000231998,0.022554017,2.3565472,31.39466847,0.075062019,0.042432325,5.456040998,0.000165971
1963.8818,5,-0.0399,80.22052031,0.000259393,0.000233333,0.022602822,2.361394037,31.39748858,0.075209647,0.042499349,5.466824955,0.000166258
1963.9814,5,-0.0399,80.22046659,0.000260443,0.000232898,0.022643838,2.3661738,31.4002665,0.075355214,0.042611833,5.462559868,0.000166532
1964.0811,5,-0.0399,80.22040527,0.000255377,0.000232629,0.023028706,2.370939084,31.40318958,0.075499945,0.042756053,5.4478219,0.000166844
1964.1807,5,-0.0399,80.22034565,0.000253372,0.000231223,0.023302677,2.375662257,31.40603883,0.075643486,0.042895037,5.434783906,0.000167148
1964.2803,5,-0.0399,80.22028299,0.000255988,0.000231881,0.023190758,2.380371594,31.4087078,0.075786995,0.042993399,5.435193736,0.000167467
1964.3799,5,-0.0399,80.22020006,0.000257317,0.000231531,0.023210637,2.38517034,31.41148723,0.07593306,0.042995913,5.467333537,0.000167889
1964.4795,5,-0.041315417,80.22011723,0.000263603,0.000235143,0.022715715,2.389934646,31.41401692,0.076078607,0.042963282,5.511107512,0.000168311
1964.5791,5,-0.0442,80.220026,0.00025781,0.000235258,0.02311907,2.394854077,31.41703725,0.076227878,0.043013984,5.527294729,0.000168776
1964.6787,5,-0.0442,80.220026,0.00026109,0.000234992,0.023020729,2.399742625,31.41981575,0.076376725,0.043134881,5.520244716,0.000168776
1964.7783,5,-0.0442,80.21989821,0.000259668,0.000235572,0.023145211,2.404616405,31.42268521,0.076524854,0.043187118,5.535923657,0.000169426
1964.8779,5,-0.0442,80.21982066,0.000255779,0.000235564,0.023446508,2.409425936,31.42559653,0.07667081,0.0432466,5.549204635,0.000169821
1964.9775,5,-0.040079167,80.21972883,0.000259553,0.000235701,0.023297529,2.414167879,31.42826777,0.076815175,0.043322037,5.557203361,0.000170289
1965.0771,5,-0.0399,80.21967098,0.000258985,0.00023607,0.023385379,2.418975183,31.43108249,0.076961243,0.043382642,5.570112554,0.000170584
1965.1768,5,-0.0399,80.2196196,0.000261632,0.000238737,0.023155277,2.423727311,31.43372339,0.077105957,0.043441329,5.583689432,0.000170845
