Time [s],pore pressure [Mpa],Pump Rate [mL/min],Pump Volume [mL],SGV1,SGV2,fault slip [mm],shear stress [Mpa],effective normal stress [Mpa],friction,Axial_shortening [mm],DiffStress [Mpa],porosity_reduction
1906.208,5,-0.0216,80.25316467,1.80E-05,1.68E-05,0,0.180392299,30.12819734,0.005987491,0,0.44344492,1.70E-09
1906.3076,5,-0.024022333,80.25313147,1.77E-05,1.68E-05,0.000116489,0.181891919,30.12911513,0.006037081,7.94E-05,0.450138579,1.71E-07
1906.4072,5,-0.0259,80.25309827,2.27E-05,1.86E-05,-0.00017373,0.183442856,30.12988105,0.006088403,0.000161244,0.45600494,3.40E-07
1906.5068,5,-0.0259,80.25306328,1.92E-05,1.67E-05,0.000238607,0.184996018,30.13096178,0.006139732,0.000248671,0.460034785,5.18E-07
1906.6064,5,-0.0259,80.25302173,2.38E-05,1.61E-05,0.000108801,0.186567207,30.13181098,0.006191702,0.000352259,0.45871454,7.30E-07
1906.7061,5,-0.029626417,80.25296449,2.17E-05,1.61E-05,0.000333718,0.188117881,30.13280663,0.006242959,0.000451593,0.458835905,1.02E-06
1906.8057,5,-0.0356,80.25291715,2.24E-05,1.55E-05,0.00043351,0.189600305,30.13370704,0.006291967,0.000561372,0.455466056,1.26E-06
1906.9053,5,-0.0356,80.25286753,2.16E-05,1.62E-05,0.000535996,0.191236382,30.13469736,0.006346053,0.000637611,0.463199491,1.52E-06
1907.0049,5,-0.0356,80.25282105,1.66E-05,1.55E-05,0.000972503,0.193267158,30.13606462,0.006413152,0.000757958,0.456331449,1.75E-06
1907.1045,5,-0.0356,80.25276612,1.79E-05,1.55E-05,0.000985591,0.195653476,30.13744821,0.006492039,0.00084252,0.461309753,2.03E-06
1907.2041,5,-0.0334,80.25268217,1.85E-05,1.73E-05,0.000949295,0.198153367,30.13887532,0.006574677,0.000915802,0.470022002,2.46E-06
1907.3037,5,-0.0334,80.25258921,1.96E-05,1.74E-05,0.000968511,0.200674183,30.14033929,0.006657994,0.001017098,0.469460708,2.93E-06
1907.4033,5,-0.0334,80.2525379,2.61E-05,1.82E-05,0.000647565,0.203217652,30.14166454,0.006742085,0.001085636,0.47974357,3.19E-06
1907.5029,5,-0.020400667,80.25250313,1.97E-05,1.74E-05,0.001159931,0.205609981,30.1432744,0.00682109,0.001075311,0.516133282,3.37E-06
1907.6025,5,-0.0086,80.25248175,2.47E-05,1.80E-05,0.000926957,0.20792548,30.14450729,0.006897624,0.001205125,0.506131042,3.48E-06
1907.7021,5,-0.0086,80.25247105,1.88E-05,1.73E-05,0.001406924,0.210134711,30.14599697,0.006970568,0.001286202,0.512263102,3.53E-06
1907.8018,5,-0.0086,80.2524574,2.36E-05,1.80E-05,0.001187925,0.212272726,30.14713363,0.007041224,0.001412174,0.503565775,3.60E-06
1907.9014,5,-0.012326,80.2524311,2.15E-05,1.69E-05,0.001474109,0.214320834,30.14844382,0.007108852,0.001551618,0.490375859,3.74E-06
1908.001,5,-0.0194,80.2524124,2.72E-05,1.86E-05,0.001138628,0.216203997,30.14938135,0.007171092,0.001635697,0.495513827,3.83E-06
1908.1006,5,-0.0194,80.25238582,2.30E-05,1.84E-05,0.001494136,0.218150348,30.15066372,0.007235341,0.001688394,0.511040947,3.97E-06
1908.2002,5,-0.0194,80.25235594,2.44E-05,1.84E-05,0.00151404,0.220038495,30.15176273,0.007297699,0.001760736,0.520064426,4.12E-06
1908.2998,5,-0.0194,80.25233138,2.65E-05,1.86E-05,0.001485681,0.221964901,30.15286228,0.007361321,0.001874091,0.515510975,4.25E-06
1908.3994,5,-0.0215285,80.25230616,2.74E-05,1.84E-05,0.001542199,0.223922156,30.15401753,0.007425948,0.001929148,0.530256532,4.37E-06
1908.499,5,-0.0237,80.2522406,2.65E-05,1.83E-05,0.001699429,0.225877051,30.15521635,0.00749048,0.002048302,0.523783142,4.71E-06
1908.5986,5,-0.0237,80.25218256,2.06E-05,1.76E-05,0.002177197,0.227812279,30.15654687,0.007554322,0.002147008,0.524079195,5.00E-06
1908.6982,5,-0.0237,80.252166,2.31E-05,1.82E-05,0.002097492,0.2298112,30.15766538,0.007620325,0.002213276,0.535113573,5.09E-06
1908.7979,5,-0.0237,80.25215084,2.49E-05,1.79E-05,0.002111738,0.231774021,30.15880497,0.00768512,0.002323773,0.53153919,5.17E-06
1908.8975,5,-0.0237,80.252111,2.68E-05,1.71E-05,0.00214823,0.233681568,30.15992258,0.007748082,0.002413676,0.534749274,5.37E-06
1908.9971,5,-0.0237,80.25207116,2.80E-05,1.52E-05,0.0022869,0.235805444,30.16121068,0.007818169,0.002541015,0.525566692,5.57E-06
1909.0967,5,-0.025687917,80.25197777,2.40E-05,1.09E-05,0.002856795,0.238273258,30.16288981,0.00789955,0.002590846,0.542042424,6.05E-06
1909.1963,5,-0.0302,80.25194239,2.00E-05,1.03E-05,0.00321941,0.240973664,30.16461071,0.007988622,0.002624376,0.563914235,6.23E-06
1909.2959,5,-0.0302,80.25189591,2.18E-05,1.23E-05,0.003090547,0.243721466,30.16613965,0.008079306,0.002716296,0.566456583,6.46E-06
1909.3955,5,-0.0302,80.2518558,2.81E-05,1.42E-05,0.002713412,0.24666439,30.16767044,0.008176448,0.002725343,0.596433359,6.67E-06
1909.4951,5,-0.0302,80.25181596,2.37E-05,1.32E-05,0.003111084,0.249607943,30.16954737,0.008273506,0.002821757,0.597488261,6.87E-06
1909.5947,5,-0.023818333,80.25177977,2.49E-05,1.35E-05,0.003119776,0.252541891,30.17124517,0.008370284,0.002865031,0.616134607,7.05E-06
1909.6943,5,-0.0162,80.25174199,2.55E-05,1.49E-05,0.003091806,0.255674396,30.17304124,0.008473604,0.00290874,0.634636924,7.25E-06
1909.7939,5,-0.0162,80.25171276,2.39E-05,1.38E-05,0.003336387,0.259030677,30.17508814,0.008584256,0.003042475,0.623336695,7.40E-06
1909.8936,5,-0.0162,80.25169128,2.78E-05,1.46E-05,0.003152003,0.262368326,30.17693285,0.008694334,0.003233645,0.593056277,7.51E-06
1909.9932,5,-0.0162,80.25167025,2.41E-05,1.50E-05,0.003431144,0.265452315,30.17883796,0.008795975,0.003296496,0.605221696,7.61E-06
1910.0928,5,-0.0162,80.25164701,2.74E-05,1.53E-05,0.003314784,0.268245719,30.18039881,0.008888077,0.003386147,0.608515202,7.73E-06
1910.1924,5,-0.0162,80.25162377,3.23E-05,1.60E-05,0.003088714,0.270945684,30.18185674,0.008977105,0.003460782,0.616779781,7.85E-06
1910.292,5,-0.0162,80.25157907,2.91E-05,1.70E-05,0.003310091,0.273516627,30.18343987,0.009061811,0.003499402,0.636966692,8.08E-06
1910.3916,5,-0.0129,80.25154007,2.49E-05,1.59E-05,0.003712958,0.275665061,30.18486007,0.009132561,0.00353793,0.657184008,8.28E-06
1910.4912,5,-0.0129,80.25152347,3.04E-05,1.72E-05,0.003418854,0.277551998,30.18581823,0.009194781,0.003620635,0.662777184,8.36E-06
1910.5908,5,-0.0129,80.25150384,3.25E-05,1.89E-05,0.003302308,0.279484081,30.18688171,0.009258461,0.003733485,0.658390629,8.46E-06
1910.6904,5,-0.0129,80.25148627,2.91E-05,1.76E-05,0.003671847,0.281427077,30.18816842,0.00932243,0.003887096,0.640510721,8.55E-06
1910.79,5,-0.0129,80.25146633,2.64E-05,1.62E-05,0.004003664,0.283404031,30.1894579,0.009387516,0.003986261,0.640654953,8.65E-06
1910.8896,5,-0.017192,80.25143421,3.39E-05,1.82E-05,0.003558407,0.285397581,30.19041016,0.009453253,0.004096085,0.637270334,8.81E-06
1910.9893,5,-0.0216,80.25139721,2.83E-05,1.79E-05,0.00399786,0.287476833,30.19180674,0.009521684,0.004139161,0.656015228,9.00E-06
1911.0889,5,-0.0216,80.25136896,3.30E-05,2.13E-05,0.003625279,0.289660823,30.19290139,0.009593673,0.004146167,0.686667685,9.15E-06
1911.1885,5,-0.0216,80.25134145,3.23E-05,1.99E-05,0.00384397,0.292084212,30.19439814,0.009673457,0.004190244,0.705048281,9.29E-06
1911.2881,5,-0.02225475,80.25131049,3.13E-05,2.03E-05,0.00397309,0.294594266,30.19590494,0.0097561,0.004297523,0.702506035,9.44E-06
1911.3877,5,-0.03030575,80.25126733,3.65E-05,2.13E-05,0.003706435,0.297064831,30.19721232,0.009837492,0.004390108,0.704828317,9.66E-06
1911.4873,5,-0.0313,80.25114435,3.42E-05,2.00E-05,0.004015438,0.299519096,30.19876719,0.009918256,0.004483793,0.7067863,1.03E-05
1911.5869,5,-0.031484,80.25109478,3.16E-05,2.05E-05,0.004230789,0.301950143,30.20026687,0.009998261,0.00450859,0.731549376,1.05E-05
1911.6865,5,-0.03414,80.2510483,3.43E-05,2.21E-05,0.004080241,0.304319052,30.20156737,0.010076267,0.004626714,0.725417316,1.08E-05
1911.7861,5,-0.0345,80.25100469,3.06E-05,2.11E-05,0.004444315,0.306678542,30.20309211,0.010153879,0.004717419,0.728361956,1.10E-05
1911.8857,5,-0.0345,80.25095277,3.44E-05,2.26E-05,0.004235217,0.309248983,30.20448283,0.010238513,0.004782907,0.739654444,1.13E-05
1911.9854,5,-0.0345,80.25090081,3.47E-05,2.24E-05,0.004321021,0.311895506,30.2060491,0.010325598,0.004958831,0.714420881,1.15E-05
1912.085,5,-0.026416667,80.25085433,3.19E-05,2.17E-05,0.004614728,0.314606182,30.20774519,0.010414752,0.005031449,0.723353145,1.18E-05
1912.1846,5,-0.0151,80.25082077,3.24E-05,2.26E-05,0.004632298,0.317178877,30.20923837,0.0104994,0.005061931,0.746234225,1.19E-05
1912.2842,5,-0.0151,80.25079863,3.09E-05,2.28E-05,0.004795195,0.319746863,30.2107937,0.010583862,0.005127671,0.757443341,1.21E-05
1912.3838,5,-0.0151,80.25078045,3.24E-05,2.23E-05,0.004835401,0.32198578,30.21210428,0.010657509,0.005218674,0.76028933,1.21E-05
1912.4834,5,-0.014459667,80.250758,3.08E-05,2.26E-05,0.005013567,0.323902135,30.21329021,0.010720518,0.005345096,0.751409982,1.23E-05
1912.583,5,0.004298333,80.250758,3.50E-05,2.32E-05,0.004833555,0.32576263,30.21428403,0.010781743,0.00548862,0.736869366,1.23E-05
1912.6826,5,0.0075,80.25076626,3.48E-05,2.38E-05,0.004911641,0.327402693,30.21526577,0.010835671,0.005596312,0.734190323,1.22E-05
1912.7822,5,0.0075,80.25078622,3.38E-05,2.41E-05,0.00505648,0.329075342,30.21629611,0.010890658,0.005661662,0.745528597,1.21E-05
1912.8818,5,0.0075,80.25079618,3.92E-05,2.53E-05,0.004778747,0.330710842,30.21711642,0.010944487,0.005709384,0.762702623,1.21E-05
1912.9814,5,0.003158667,80.250798,3.88E-05,2.56E-05,0.004884514,0.332407296,30.21814307,0.011000256,0.005803046,0.764668093,1.21E-05
1913.0811,5,0.0011,80.25080207,3.33E-05,2.41E-05,0.00538786,0.334240608,30.21942618,0.011060455,0.005874045,0.774169595,1.20E-05
1913.1807,5,0.0011,80.250806,3.57E-05,2.56E-05,0.005267062,0.336146451,30.2204726,0.011123137,0.00599281,0.767825159,1.20E-05
1913.2803,5,-0.009489833,80.25079382,3.73E-05,2.61E-05,0.005241808,0.338448196,30.22179025,0.011198814,0.006036129,0.786456481,1.21E-05
1913.3799,5,-0.0302,80.25074604,3.62E-05,2.57E-05,0.005425268,0.340840224,30.22325316,0.011277417,0.006082452,0.804093405,1.23E-05
1913.4795,5,-0.0302,80.25070488,3.54E-05,2.46E-05,0.005632227,0.343258748,30.22474187,0.011356879,0.006244453,0.783436007,1.25E-05
1913.5791,5,-0.0302,80.25066236,3.65E-05,2.67E-05,0.005539816,0.34560749,30.22605667,0.011434091,0.006296713,0.799107512,1.27E-05
1913.6787,5,-0.0302,80.25062252,3.79E-05,2.78E-05,0.005488563,0.348027466,30.22743097,0.01151363,0.006310208,0.82761207,1.29E-05
1913.7783,5,-0.032821333,80.25058268,4.11E-05,2.85E-05,0.005359297,0.350430869,30.22876088,0.011592631,0.006438923,0.817973771,1.32E-05
1913.8779,5,-0.0334,80.25052986,4.07E-05,2.77E-05,0.005521427,0.352927914,30.23027491,0.011674651,0.006563235,0.80979287,1.34E-05
1913.9775,5,-0.0334,80.25045233,3.71E-05,2.62E-05,0.00591192,0.35546563,30.23191434,0.01175796,0.006684981,0.802461676,1.38E-05
1914.0771,5,-0.0334,80.25040792,3.78E-05,2.74E-05,0.005899762,0.358084225,30.23342076,0.011843986,0.006761793,0.810005348,1.40E-05
1914.1768,5,-0.0334,80.25036216,4.22E-05,2.73E-05,0.005743705,0.360661289,30.23483898,0.011928666,0.006828367,0.820971632,1.43E-05
1914.2764,5,-0.0334,80.2503138,4.06E-05,2.86E-05,0.005857258,0.36316297,30.23633401,0.012010814,0.00682045,0.856564298,1.45E-05
1914.376,5,-0.0334,80.2502652,4.32E-05,2.90E-05,0.005774555,0.365587374,30.23769683,0.01209045,0.006862669,0.875559766,1.48E-05
1914.4756,5,-0.033686,80.25021196,4.29E-05,2.92E-05,0.005876971,0.368000801,30.23913593,0.012169686,0.006977743,0.870437229,1.50E-05
1914.5752,5,-0.035512,80.25012232,3.73E-05,2.72E-05,0.006411054,0.370455794,30.24079169,0.012250202,0.007158978,0.843412427,1.55E-05
1914.6748,5,-0.0356,80.25003892,3.69E-05,2.76E-05,0.006505734,0.373001882,30.24230393,0.012333779,0.007269857,0.839678635,1.59E-05
1914.7744,5,-0.0356,80.2499948,4.17E-05,2.90E-05,0.006248661,0.3756985,30.24374609,0.012422353,0.007350292,0.84602302,1.61E-05
1914.874,5,-0.0356,80.249945,4.33E-05,2.83E-05,0.00628271,0.378316447,30.24527276,0.012508284,0.007440103,0.849263713,1.64E-05
1914.9736,5,-0.03638,80.24989208,3.98E-05,3.00E-05,0.006482162,0.380913852,30.24686139,0.0125935,0.007453598,0.877768271,1.67E-05
1915.0732,5,-0.0366,80.2498414,4.15E-05,3.05E-05,0.006449518,0.383712557,30.24846265,0.012685357,0.00749937,0.895587369,1.69E-05
1915.1729,5,-0.0366,80.2497651,4.05E-05,3.04E-05,0.006606542,0.386562192,30.25017797,0.01277884,0.007562024,0.907851337,1.73E-05
1915.2725,5,-0.0366,80.24970867,3.98E-05,2.97E-05,0.0067783,0.389433243,30.25191224,0.012873012,0.007670794,0.904815737,1.76E-05
1915.3721,5,-0.034016417,80.24965314,4.52E-05,3.05E-05,0.006507407,0.392257317,30.25342181,0.012965717,0.007808334,0.892255717,1.79E-05
1915.4717,5,-0.0323,80.2496036,4.49E-05,3.12E-05,0.006578207,0.395006293,30.25504053,0.013055884,0.007843722,0.913512809,1.81E-05
1915.5713,5,-0.0323,80.24955939,4.77E-05,3.16E-05,0.006486825,0.397665452,30.25653501,0.013143126,0.007938118,0.915235498,1.84E-05
1915.6709,5,-0.032009333,80.24950855,4.57E-05,3.12E-05,0.00672095,0.400396142,30.25821607,0.013232642,0.00801312,0.92337861,1.86E-05
1915.7705,5,-0.029353333,80.24942223,4.40E-05,3.08E-05,0.006939352,0.403183691,30.25992294,0.013324016,0.00810034,0.927476751,1.91E-05
1915.8701,5,-0.0291,80.24938691,4.25E-05,2.98E-05,0.007171694,0.405862644,30.26157334,0.013411816,0.008144049,0.945978966,1.92E-05
1915.9697,5,-0.0291,80.24930212,4.21E-05,2.95E-05,0.007306141,0.408685922,30.26326336,0.013504357,0.008205892,0.958478177,1.97E-05
1916.0693,5,-0.0291,80.24926228,4.39E-05,3.09E-05,0.007213147,0.411515908,30.26485575,0.013597154,0.008248066,0.977488821,1.99E-05
1916.1689,5,-0.03465625,80.24921355,4.52E-05,3.03E-05,0.007264208,0.414370978,30.26652692,0.013690734,0.008330381,0.983210899,2.01E-05
1916.2686,5,-0.0366,80.24916599,4.80E-05,2.82E-05,0.007316037,0.41727684,30.26822775,0.013785969,0.008408669,0.99029916,2.04E-05
1916.3682,5,-0.0366,80.24908737,4.26E-05,2.51E-05,0.007899562,0.420096429,30.27011609,0.013878256,0.008412557,1.021983601,2.08E-05
1916.4678,5,-0.0366,80.2490301,5.12E-05,2.61E-05,0.007440027,0.422874,30.27151461,0.01396937,0.00851202,1.022029081,2.11E-05
1916.5674,5,-0.034184833,80.2489803,5.12E-05,2.66E-05,0.007502621,0.425532217,30.27307727,0.014056457,0.008595595,1.027333894,2.13E-05
1916.667,5,-0.0323,80.24893207,4.47E-05,2.55E-05,0.008030223,0.428246179,30.27487966,0.014145264,0.008681349,1.031917698,2.16E-05
1916.7666,5,-0.0323,80.24888736,5.11E-05,2.61E-05,0.007724624,0.431119617,30.27640225,0.01423946,0.008812172,1.02158136,2.18E-05
1916.8662,5,-0.0323,80.24884463,5.22E-05,2.55E-05,0.007786188,0.434099415,30.27815011,0.014337052,0.008989579,0.995824039,2.20E-05
1916.9658,5,-0.0323,80.24877663,4.88E-05,2.42E-05,0.008143989,0.437143582,30.28006736,0.014436678,0.009072604,1.001311026,2.23E-05
1917.0654,5,-0.0323,80.24873015,5.09E-05,2.43E-05,0.008110216,0.440096228,30.281757,0.014533378,0.009183965,0.997417723,2.26E-05
1917.165,5,-0.0323,80.24868383,4.75E-05,2.13E-05,0.008572982,0.443094737,30.28369474,0.014631462,0.009450618,0.942116119,2.28E-05
1917.2646,5,-0.0323,80.24864067,3.82E-05,1.72E-05,0.009430723,0.446206901,30.2858744,0.014733169,0.009728963,0.882944029,2.30E-05
1917.3643,5,-0.0323,80.24859466,3.69E-05,1.58E-05,0.009682808,0.449232258,30.28773361,0.014832152,0.009906103,0.857308072,2.33E-05
1917.4639,5,-0.0323,80.24852049,3.80E-05,6.80E-06,0.010231173,0.452098499,30.2896332,0.014925849,0.009983031,0.864813598,2.37E-05
1917.5635,5,-0.0323,80.2484294,4.04E-05,6.71E-06,0.010185976,0.45498715,30.29128079,0.0150204,0.010019908,0.885577285,2.41E-05
1917.6631,5,-0.0323,80.24837799,4.62E-05,9.25E-06,0.009797363,0.457885389,30.29278063,0.01511533,0.010080559,0.898471301,2.44E-05
1917.7627,5,-0.0323,80.24833274,4.50E-05,1.19E-05,0.009809529,0.460876574,30.29451302,0.015213203,0.010041372,0.944415483,2.46E-05
1917.8623,5,-0.0281405,80.24829331,4.80E-05,1.53E-05,0.009523965,0.463941435,30.29615506,0.015313542,0.009839282,1.044287853,2.48E-05
1917.9619,5,-0.0205,80.24826416,5.00E-05,1.78E-05,0.009355901,0.467049523,30.2978745,0.015415257,0.009744342,1.10868877,2.50E-05
1918.0615,5,-0.0205,80.24823755,5.51E-05,2.04E-05,0.009007234,0.470103084,30.29948184,0.015515219,0.009824295,1.115192564,2.51E-05
1918.1611,5,-0.0205,80.24820767,5.22E-05,2.09E-05,0.009229388,0.473112707,30.30131861,0.015613601,0.009920984,1.116156455,2.52E-05
1918.2607,5,-0.02217325,80.24816172,4.92E-05,1.93E-05,0.009584906,0.476114179,30.30321019,0.015711675,0.010019185,1.116619404,2.55E-05
1918.3604,5,-0.0302,80.24812184,5.62E-05,2.17E-05,0.009137499,0.479055345,30.30470858,0.015807951,0.010094585,1.124663764,2.57E-05
1918.46,5,-0.0302,80.248082,5.53E-05,2.20E-05,0.009267446,0.481917245,30.3064189,0.015901491,0.010204409,1.121279144,2.59E-05
1918.5596,5,-0.0302,80.24800767,5.16E-05,2.04E-05,0.009656222,0.484895706,30.30831204,0.01599877,0.01027925,1.129475325,2.63E-05
1918.6592,5,-0.029657333,80.24795032,5.82E-05,2.39E-05,0.009168473,0.48797177,30.3098703,0.016099434,0.010320484,1.148797097,2.66E-05
1918.7588,5,-0.0291,80.24789496,5.36E-05,2.36E-05,0.009541957,0.491180243,30.31188942,0.016204211,0.01036064,1.168475528,2.68E-05
1918.8584,5,-0.0291,80.24784664,5.40E-05,2.36E-05,0.009609792,0.494349493,30.31374946,0.016307765,0.010409943,1.185126101,2.71E-05
1918.958,5,-0.0291,80.2478068,5.90E-05,2.53E-05,0.009311464,0.497561752,30.3154709,0.0164128,0.010507136,1.185922893,2.73E-05
1919.0576,5,-0.0291,80.247782,6.02E-05,2.51E-05,0.009337611,0.500815076,30.31736088,0.016519085,0.01058294,1.193800407,2.74E-05
1919.1572,5,-0.029257667,80.24776939,5.85E-05,2.54E-05,0.009506307,0.50410574,30.31933605,0.016626543,0.010632655,1.210314286,2.75E-05
1919.2568,5,-0.030170667,80.24769635,5.54E-05,2.45E-05,0.009826998,0.507339705,30.32134632,0.016732097,0.010683013,1.226615584,2.79E-05
1919.3564,5,-0.0302,80.24764259,5.94E-05,2.59E-05,0.00960379,0.510492157,30.32306676,0.01683511,0.010873876,1.196403463,2.81E-05
1919.4561,5,-0.030347583,80.24755502,5.34E-05,2.47E-05,0.010108236,0.513838366,30.32522386,0.016944256,0.010987308,1.191857601,2.86E-05
1919.5557,5,-0.031260583,80.24751186,5.81E-05,2.53E-05,0.009895152,0.517208485,30.32707448,0.017054348,0.011117147,1.181847517,2.88E-05
1919.6553,5,-0.0313,80.24746553,6.04E-05,2.72E-05,0.009738544,0.520733181,30.32903956,0.017169458,0.011170141,1.197276038,2.90E-05
1919.7549,5,-0.0313,80.24742154,6.04E-05,2.65E-05,0.009862944,0.524435505,30.33123263,0.01729028,0.011240534,1.206944691,2.93E-05
1919.8545,5,-0.0313,80.2473802,6.05E-05,2.67E-05,0.009929691,0.528274443,30.33347883,0.017415557,0.01126047,1.23331673,2.95E-05
1919.9541,5,-0.032209333,80.24733809,6.18E-05,2.84E-05,0.009836151,0.532399422,30.33581864,0.017550191,0.011328205,1.243865597,2.97E-05
1920.0537,5,-0.0345,80.2472843,5.61E-05,2.72E-05,0.010319207,0.536619292,30.3384706,0.01768775,0.011444746,1.238257143,3.00E-05
1920.1533,5,-0.0345,80.24721313,6.12E-05,2.99E-05,0.009944839,0.540799676,30.34071704,0.017824222,0.011465921,1.264219455,3.03E-05
1920.2529,5,-0.032717917,80.2471502,6.49E-05,3.00E-05,0.009811547,0.544867921,30.34300635,0.017956952,0.011573567,1.261555742,3.06E-05
1920.3525,5,-0.028,80.247061,6.18E-05,3.12E-05,0.01000337,0.548834019,30.3453818,0.018086245,0.01162271,1.278259231,3.11E-05
1920.4521,5,-0.028,80.24702116,6.45E-05,3.13E-05,0.009926269,0.552699969,30.34757939,0.018212325,0.011713965,1.281021696,3.13E-05
1920.5518,5,-0.028,80.2469874,5.83E-05,3.01E-05,0.010443758,0.556195778,30.34982868,0.018326159,0.011831432,1.275140056,3.15E-05
1920.6514,5,-0.028209,80.24691744,6.10E-05,3.17E-05,0.010278962,0.559493149,30.35165886,0.018433693,0.011868562,1.295820321,3.18E-05
1920.751,5,-0.030035,80.2468776,6.46E-05,3.21E-05,0.010142746,0.562648474,30.35341979,0.018536576,0.011950097,1.30180056,3.20E-05
1920.8506,5,-0.0302,80.24684078,5.91E-05,3.19E-05,0.010557292,0.56579951,30.35542408,0.018639157,0.011989221,1.321820626,3.22E-05
1920.9502,5,-0.0302,80.24680192,6.29E-05,3.31E-05,0.010356152,0.568988985,30.35717574,0.018743146,0.01205918,1.331633206,3.24E-05
1921.0498,5,-0.0302,80.24675876,6.30E-05,3.40E-05,0.010391784,0.572071048,30.35897107,0.018843559,0.012092595,1.353542959,3.26E-05
1921.1494,5,-0.0302,80.24669856,6.10E-05,3.48E-05,0.010548641,0.575210122,30.36085344,0.018945782,0.012186602,1.355394652,3.29E-05
1921.249,5,-0.0302,80.2466424,6.75E-05,3.61E-05,0.010192896,0.578405231,30.36253934,0.019049962,0.012270292,1.360661523,3.32E-05
1921.3486,5,-0.0302,80.24660418,6.60E-05,3.59E-05,0.01037489,0.581569666,30.36444756,0.01915298,0.012388278,1.354575095,3.34E-05
1921.4482,5,-0.0302,80.24656296,6.63E-05,3.60E-05,0.010439563,0.584744476,30.36630941,0.019256356,0.012473045,1.359485256,3.36E-05
1921.5479,5,-0.030621333,80.24651058,6.01E-05,3.56E-05,0.010910376,0.587966569,30.36837984,0.019361144,0.012595326,1.352009982,3.39E-05
1921.6475,5,-0.035933333,80.24646742,6.94E-05,3.73E-05,0.010365092,0.591242597,30.37002786,0.019467964,0.012648297,1.367446091,3.41E-05
1921.7471,5,-0.0366,80.246372,6.53E-05,3.81E-05,0.01064298,0.59456407,30.37206955,0.019576014,0.012670251,1.393150446,3.46E-05
1921.8467,5,-0.036359917,80.24627443,7.04E-05,3.93E-05,0.010367856,0.598025785,30.37394537,0.019688775,0.01270087,1.415985893,3.51E-05
1921.9463,5,-0.032790917,80.24622131,7.12E-05,3.93E-05,0.010411015,0.601430255,30.3759302,0.019799567,0.012741072,1.4356493,3.54E-05
1922.0459,5,-0.0323,80.24617678,6.80E-05,3.84E-05,0.010733875,0.604802605,30.37802135,0.019909217,0.012862657,1.428371225,3.56E-05
1922.1455,5,-0.0323,80.2461358,6.59E-05,3.91E-05,0.010901356,0.608091717,30.37999507,0.020016189,0.0129905,1.419021543,3.58E-05
1922.2451,5,-0.0323,80.24609295,7.02E-05,3.89E-05,0.010759412,0.611335358,30.38180443,0.020121759,0.013152662,1.398311026,3.60E-05
1922.3447,5,-0.026083833,80.24603659,6.66E-05,4.01E-05,0.010983373,0.614562022,30.38376732,0.020226656,0.013181287,1.421806723,3.63E-05
1922.4443,5,-0.0172,80.245991,6.88E-05,4.20E-05,0.010836661,0.617796954,30.38556952,0.02033192,0.013215368,1.443496257,3.65E-05
1922.5439,5,-0.0172,80.24596776,6.82E-05,4.08E-05,0.011029505,0.621129982,30.38757992,0.020440258,0.013323541,1.440658111,3.67E-05
1922.6436,5,-0.0172,80.24594449,6.63E-05,4.08E-05,0.011221131,0.62457784,30.38965608,0.020552317,0.01346657,1.42631454,3.68E-05
1922.7432,5,-0.016741333,80.24592115,7.12E-05,4.07E-05,0.011039544,0.628043691,30.39157603,0.020665058,0.013544184,1.433592615,3.69E-05
1922.8428,5,-0.002465333,80.24589459,6.48E-05,3.99E-05,0.011539093,0.631444041,30.39376221,0.020775448,0.013621456,1.440984365,3.70E-05
1922.9424,5,0.001510667,80.24589275,7.23E-05,4.24E-05,0.011050555,0.634751363,30.39545363,0.020883102,0.013692836,1.450326458,3.70E-05
1923.042,5,0.0022,80.24589413,7.46E-05,4.42E-05,0.010902002,0.638161111,30.39735593,0.020993968,0.013699636,1.481047059,3.70E-05
1923.1416,5,0.0022,80.24590077,6.92E-05,4.31E-05,0.011364251,0.641534993,30.39951018,0.021103465,0.01378344,1.486276038,3.70E-05
1923.2412,5,-0.019724,80.24587764,6.81E-05,4.43E-05,0.011448361,0.644906885,30.40149449,0.021212999,0.013877217,1.488203667,3.71E-05
1923.3408,5,-0.0302,80.24583965,7.40E-05,4.54E-05,0.01112608,0.648288331,30.40330291,0.021322957,0.013895068,1.515266259,3.73E-05
1923.4404,5,-0.0302,80.24579784,7.45E-05,4.63E-05,0.011134334,0.651811432,30.40534066,0.021437399,0.014032608,1.502706341,3.75E-05
1923.54,5,-0.0302,80.24575667,7.55E-05,4.56E-05,0.011203425,0.65535919,30.4074198,0.021552608,0.014141516,1.499625108,3.77E-05
1923.6396,5,-0.0302,80.24571019,7.25E-05,4.50E-05,0.011494962,0.659115584,30.40971869,0.021674504,0.014245151,1.498289432,3.80E-05
1923.7393,5,-0.0453,80.24562511,7.33E-05,4.58E-05,0.011494682,0.662866849,30.41188436,0.02179631,0.0143363,1.501120143,3.84E-05
1923.8389,5,-0.0453,80.24556266,7.45E-05,4.59E-05,0.011494991,0.666607994,30.41404444,0.021917769,0.014372787,1.522013038,3.87E-05
1923.9385,5,-0.0453,80.2455029,7.12E-05,4.60E-05,0.011767844,0.670448422,30.41638351,0.022042345,0.014424727,1.53779068,3.90E-05
1924.0381,5,-0.0453,80.24543987,7.10E-05,4.72E-05,0.011794486,0.674318195,30.41862962,0.022167935,0.014453306,1.561301604,3.93E-05
