Time [s],Pore pressure [MPa],Pump rate [mL/min],Pump volume [mL],SGV1,SGV2,SGH1,SGH2,Fault slip [mm],shear stress [Mpa],Effective normal stress [Mpa],Friction,Diff_stress [Mpa],Axial_shortening [mm],porosity_reduction
2003.1266,5,-0.0010395,87.333602,0,0,0,0,-0.000101057,0.012554844,30.00790292,0.000418385,0.028994207,-8.75E-05,0
2003.2236,5,-0.000150333,87.333602,1.75E-06,2.71E-07,2.71E-07,6.18E-07,-1.43E-07,0.01336749,30.00870242,0.000445454,0.030870896,1.01E-04,0
2003.3207,5,0.0014795,87.33360738,1.84E-06,3.65E-07,3.39E-07,-7.12E-08,0.000206343,0.014251834,30.00935325,0.000474913,0.032913115,2.89E-04,-2.74E-08
2003.4177,5,0.0022,87.33361,2.35E-07,-3.46E-07,2.50E-07,1.24E-07,0.000556618,0.01520712,30.01038737,0.000506729,0.03511909,4.76E-04,-4.07E-08
2003.5149,5,0.0022,87.33361465,7.92E-07,8.40E-07,-2.26E-07,-2.70E-08,0.000671756,0.016232506,30.0113832,0.000540878,0.037487045,6.63E-04,-6.44E-08
2003.6119,5,0.0022,87.3336204,7.23E-07,7.39E-07,-3.20E-07,-9.62E-07,0.000896879,0.017327291,30.0121156,0.000577343,0.040015207,8.50E-04,-9.37E-08
2003.709,5,0.003955833,87.33362527,4.94E-07,9.41E-07,-3.99E-07,-5.37E-07,0.001113397,0.018490683,30.01283273,0.000616093,0.042701799,1.04E-03,-1.18E-07
2003.806,5,0.0065,87.33363347,1.36E-06,1.55E-06,5.21E-07,-1.28E-07,0.001242369,0.019721896,30.01352709,0.0006571,0.045545048,1.22E-03,-1.60E-07
2003.9031,5,0.0065,87.3336461,1.60E-06,1.64E-06,2.00E-07,-6.77E-07,0.001437297,0.021020198,30.01434496,0.000700338,0.048543179,1.41E-03,-2.25E-07
2004.0002,5,0.0065,87.33364934,1.31E-06,1.43E-06,-7.84E-07,-5.54E-07,0.001678604,0.022384817,30.01465857,0.000745796,0.051694416,1.59E-03,-2.41E-07
2004.0973,5,0.002312917,87.33366031,2.27E-06,1.89E-06,-1.66E-07,-9.55E-07,0.001809661,0.023814942,30.01527072,0.000793428,0.054996986,1.78E-03,-2.97E-07
2004.1943,5,0,87.333666,1.74E-06,2.00E-06,-5.85E-07,-1.38E-06,0.00204622,0.025309868,30.01615455,0.000843208,0.058449114,1.96E-03,-3.26E-07
2004.2914,5,0,87.333666,2.13E-06,2.14E-06,8.40E-09,-1.25E-06,0.002227168,0.026868777,30.0167224,0.000895127,0.062049024,2.14E-03,-3.26E-07
2004.3884,5,0,87.333666,2.96E-06,3.09E-06,1.58E-07,-5.24E-07,0.002335908,0.028490893,30.01757822,0.00094914,0.065794942,2.33E-03,-3.26E-07
2004.4856,5,-0.001216,87.333666,2.45E-06,2.23E-06,-3.68E-07,-5.90E-07,0.002625417,0.030175539,30.01868975,0.001005225,0.069685093,2.51E-03,-3.26E-07
2004.5826,5,-0.0032,87.33366449,2.25E-06,2.75E-06,-2.50E-07,-8.27E-07,0.002816977,0.031921847,30.01979947,0.00106336,0.073717703,2.69E-03,-3.18E-07
2004.6797,5,-0.0032,87.33365802,2.04E-06,2.53E-06,-1.12E-06,-1.23E-06,0.003051275,0.033729101,30.02094731,0.001123519,0.077890997,2.87E-03,-2.85E-07
2004.7767,5,-0.0032,87.33365155,1.53E-06,3.79E-06,-4.59E-07,-1.50E-06,0.003217064,0.035596487,30.02201794,0.001185679,0.082203199,3.05E-03,-2.52E-07
2004.8738,5,-0.0032,87.33364754,2.47E-06,2.65E-06,-1.05E-06,-1.49E-06,0.003437285,0.037523291,30.02320892,0.001249809,0.086652536,3.23E-03,-2.32E-07
2004.9709,5,-0.0014185,87.333646,2.30E-06,3.66E-06,-7.13E-07,-1.35E-06,0.003596915,0.03950869,30.02475718,0.00131587,0.091237232,3.41E-03,-2.24E-07
2005.068,5,-0.0011,87.33364013,2.09E-06,4.13E-06,-7.29E-07,-1.67E-06,0.003790181,0.041551961,30.02655295,0.001383841,0.095955514,3.59E-03,-1.94E-07
2005.165,5,-0.0011,87.333638,2.76E-06,4.96E-06,1.19E-07,-1.46E-06,0.003911157,0.043652281,30.02799069,0.00145372,0.100805605,3.77E-03,-1.83E-07
2005.2621,5,-0.000714083,87.333638,2.94E-06,4.62E-06,-7.20E-07,-1.53E-06,0.004126632,0.045808972,30.02929189,0.001525476,0.105785731,3.95E-03,-1.83E-07
2005.3591,5,0.000350167,87.33363927,4.20E-06,5.36E-06,-6.00E-07,-1.72E-06,0.00421703,0.04802114,30.03053537,0.001599077,0.110894118,4.13E-03,-1.90E-07
2005.4563,5,0.002132167,87.33364575,3.74E-06,5.89E-06,-5.56E-07,-1.90E-06,0.004419329,0.050288158,30.03193439,0.001674489,0.11612899,4.31E-03,-2.23E-07
2005.5533,5,0.0022,87.33364911,3.77E-06,5.85E-06,-6.09E-07,-1.82E-06,0.004625642,0.052609194,30.03214339,0.001751763,0.121488574,4.49E-03,-2.40E-07
2005.6504,5,0.0022,87.33365,3.84E-06,6.36E-06,-1.03E-06,-2.13E-06,0.004797474,0.054983455,30.03324076,0.001830753,0.126971094,4.66E-03,-2.44E-07
2005.7474,5,0.0022,87.33365632,4.19E-06,6.82E-06,-6.00E-07,-2.12E-06,0.00495438,0.057410183,30.03471176,0.001911461,0.132574775,4.84E-03,-2.77E-07
2005.8445,5,-0.012235417,87.33361857,4.67E-06,7.27E-06,-1.92E-07,-1.46E-06,0.005105954,0.059888616,30.03547439,0.001993929,0.138297844,5.02E-03,-8.44E-08
2005.9417,5,-0.0183,87.333602,4.22E-06,6.41E-06,-5.15E-07,-1.47E-06,0.005384827,0.062418091,30.03674993,0.002078057,0.144138524,5.19E-03,0
2006.0387,5,-0.0183,87.33358007,3.87E-06,7.53E-06,2.17E-07,-2.07E-06,0.005543625,0.064997647,30.03826131,0.002163829,0.150095041,5.37E-03,1.12E-07
2006.1357,5,-0.0183,87.33353086,4.07E-06,6.55E-06,-1.80E-09,-2.27E-06,0.005791538,0.067626684,30.03982689,0.002251234,0.156165621,5.55E-03,3.62E-07
2006.2328,5,-0.0183,87.33351144,3.89E-06,7.62E-06,-4.26E-07,-2.28E-06,0.00594313,0.070304278,30.04168473,0.002340224,0.162348489,5.72E-03,4.61E-07
2006.3298,5,-0.0183,87.33347306,4.46E-06,7.92E-06,-8.00E-07,-1.89E-06,0.006095151,0.073029739,30.04325674,0.00243082,0.16864187,5.90E-03,6.57E-07
2006.427,5,-0.0183,87.33344437,6.49E-06,9.02E-06,-2.40E-07,-1.89E-06,0.006116133,0.075802174,30.04460217,0.002522988,0.175043989,6.07E-03,8.03E-07
2006.524,5,-0.0183,87.33342173,5.49E-06,9.22E-06,-4.75E-07,-2.04E-06,0.006363957,0.078621157,30.04634017,0.002616663,0.181553072,6.25E-03,9.18E-07
2006.6211,5,-0.017556583,87.33339637,7.21E-06,1.03E-05,-3.97E-07,-2.00E-06,0.006405066,0.081485495,30.04841231,0.002711807,0.188167343,6.42E-03,1.05E-06
2006.7181,5,-0.0172,87.33337244,6.14E-06,1.07E-05,-7.78E-07,-2.50E-06,0.006640947,0.084394829,30.05038906,0.002808444,0.194885028,6.59E-03,1.17E-06
2006.8152,5,-0.0172,87.33334157,6.40E-06,1.05E-05,-8.76E-07,-2.62E-06,0.006837043,0.087348151,30.05208535,0.002906559,0.201704353,6.77E-03,1.33E-06
2006.9124,5,-0.0172,87.33331069,5.30E-06,1.09E-05,-1.16E-06,-2.87E-06,0.007081781,0.09034479,30.05385675,0.003006096,0.208623542,6.94E-03,1.48E-06
2007.0094,5,-0.0185585,87.33328647,5.86E-06,1.07E-05,-1.02E-06,-2.47E-06,0.007261468,0.093383849,30.05555148,0.003107042,0.215640821,7.11E-03,1.61E-06
2007.1064,5,-0.0205,87.33326208,6.41E-06,1.16E-05,-5.61E-07,-2.56E-06,0.007375961,0.096464551,30.05718112,0.003209368,0.222754416,7.29E-03,1.73E-06
2007.2035,5,-0.0205,87.33323225,7.25E-06,1.22E-05,-8.44E-07,-2.78E-06,0.007490878,0.099586203,30.05904049,0.00331302,0.22996255,7.46E-03,1.88E-06
2007.3005,5,-0.0205,87.33318375,7.44E-06,1.25E-05,-1.06E-06,-2.73E-06,0.007661607,0.102748111,30.06110459,0.003417975,0.23726345,7.63E-03,2.13E-06
2007.3977,5,-0.01629125,87.33315328,8.35E-06,1.29E-05,-6.27E-07,-2.84E-06,0.007782148,0.105949368,30.06347953,0.003524188,0.244655341,7.80E-03,2.29E-06
2007.4948,5,-0.014,87.33311643,6.28E-06,1.29E-05,-8.86E-07,-2.94E-06,0.008104213,0.109189551,30.0657335,0.003631694,0.252136448,7.98E-03,2.47E-06
2007.5918,5,-0.014,87.33309258,7.72E-06,1.33E-05,-5.67E-07,-3.04E-06,0.008196243,0.112467299,30.06692564,0.003740565,0.259704996,8.15E-03,2.59E-06
2007.6888,5,-0.014,87.33306995,7.09E-06,1.39E-05,-1.06E-06,-2.95E-06,0.00839162,0.115782305,30.06869893,0.003850592,0.26735921,8.32E-03,2.71E-06
2007.7859,5,-0.01564475,87.33304729,8.85E-06,1.46E-05,-8.48E-07,-2.81E-06,0.008446945,0.119133445,30.07079799,0.003961765,0.275097317,8.49E-03,2.83E-06
2007.8831,5,-0.0183,87.33302384,7.96E-06,1.56E-05,-1.04E-06,-3.15E-06,0.00863966,0.122520366,30.07306471,0.00407409,0.282917541,8.66E-03,2.94E-06
2007.9801,5,-0.0183,87.33299795,8.42E-06,1.52E-05,-1.42E-06,-3.46E-06,0.008832228,0.125942097,30.07512523,0.004187583,0.290818106,8.83E-03,3.08E-06
2008.0771,5,-0.0183,87.33296134,8.38E-06,1.59E-05,-1.66E-06,-3.62E-06,0.008991963,0.129397815,30.07667644,0.004302264,0.29879724,9.00E-03,3.26E-06
2008.1742,5,-0.0183,87.33293821,8.51E-06,1.64E-05,-1.30E-06,-3.74E-06,0.009147489,0.132886796,30.07881374,0.004417953,0.306853166,9.17E-03,3.38E-06
2008.2712,5,-0.0183,87.33291235,8.43E-06,1.70E-05,-1.14E-06,-3.93E-06,0.009312535,0.136408295,30.08128662,0.004534656,0.31498411,9.34E-03,3.51E-06
2008.3684,5,-0.0183,87.33288348,9.17E-06,1.83E-05,-1.30E-06,-3.71E-06,0.009392,0.139961375,30.08340663,0.004652444,0.323188298,9.51E-03,3.66E-06
2008.4655,5,-0.0183,87.33285872,9.33E-06,1.85E-05,-1.42E-06,-3.54E-06,0.009565313,0.143545585,30.08569733,0.004771223,0.331463954,9.68E-03,3.79E-06
2008.5625,5,-0.0183,87.33283467,1.19E-05,2.00E-05,-3.25E-07,-3.93E-06,0.009530212,0.147159602,30.08788814,0.004890991,0.339809304,9.85E-03,3.91E-06
2008.6595,5,-0.019015,87.3328023,9.94E-06,1.96E-05,-1.75E-06,-4.41E-06,0.009859079,0.150803728,30.08993814,0.005011766,0.348222574,1.00E-02,4.07E-06
2008.7566,5,-0.0205,87.33276291,1.01E-05,2.00E-05,-1.72E-06,-4.16E-06,0.010016183,0.154476192,30.09171199,0.005133513,0.356701987,1.02E-02,4.27E-06
2008.8538,5,-0.0205,87.33273586,1.10E-05,2.09E-05,-1.88E-06,-4.20E-06,0.010109156,0.158176417,30.09373372,0.005256125,0.36524577,1.04E-02,4.41E-06
2008.9508,5,-0.020788,87.33270388,1.19E-05,2.16E-05,-1.80E-06,-4.91E-06,0.01021134,0.161903779,30.09554014,0.00537966,0.373852148,1.05E-02,4.57E-06
2009.0479,5,-0.023377333,87.33264886,1.10E-05,2.17E-05,-2.17E-06,-4.55E-06,0.010457604,0.165657793,30.09787879,0.005503969,0.382519346,1.07E-02,4.85E-06
2009.1449,5,-0.0237,87.33261936,1.23E-05,2.30E-05,-2.17E-06,-4.26E-06,0.010497462,0.169436956,30.10008612,0.005629119,0.391245589,1.09E-02,5.00E-06
2009.2419,5,-0.0237,87.33258937,1.25E-05,2.33E-05,-2.34E-06,-4.30E-06,0.01066567,0.173241209,30.10278615,0.005754989,0.400029103,1.10E-02,5.16E-06
2009.3391,5,-0.0237,87.33254133,1.20E-05,2.32E-05,-1.81E-06,-4.51E-06,0.010892556,0.177069644,30.10549997,0.005881638,0.408868113,1.12E-02,5.40E-06
2009.4362,5,-0.0223665,87.3325006,1.25E-05,2.44E-05,-2.54E-06,-4.59E-06,0.010985986,0.180921059,30.10746932,0.006009175,0.417760844,1.14E-02,5.61E-06
2009.5332,5,-0.0216,87.33247181,1.29E-05,2.53E-05,-2.05E-06,-4.64E-06,0.011106806,0.184795044,30.10958974,0.006137415,0.426705521,1.15E-02,5.76E-06
2009.6302,5,-0.0216,87.33244494,1.31E-05,2.55E-05,-1.90E-06,-4.60E-06,0.011269543,0.188690869,30.11193066,0.006266316,0.43570037,1.17E-02,5.89E-06
2009.7273,5,-0.0216,87.33241557,1.38E-05,2.54E-05,-1.66E-06,-4.47E-06,0.011430419,0.192607666,30.11432061,0.006395883,0.444743616,1.19E-02,6.04E-06
2009.8245,5,-0.0216,87.33238317,1.50E-05,2.66E-05,-2.46E-06,-4.88E-06,0.011480714,0.196544393,30.1166159,0.006526111,0.453833484,1.20E-02,6.21E-06
2009.9215,5,-0.02302625,87.33235355,1.53E-05,2.66E-05,-1.86E-06,-4.96E-06,0.011660624,0.200500879,30.1187318,0.006657016,0.462968199,1.22E-02,6.36E-06
2010.0186,5,-0.0237,87.33230293,1.43E-05,2.70E-05,-2.26E-06,-5.16E-06,0.011886079,0.204476154,30.12101,0.006788489,0.472145986,1.24E-02,6.62E-06
2010.1156,5,-0.0237,87.33223827,1.54E-05,2.87E-05,-1.68E-06,-5.03E-06,0.011913605,0.208468813,30.12266541,0.006920663,0.481365072,1.25E-02,6.95E-06
2010.2126,5,-0.0237,87.3321978,1.50E-05,2.80E-05,-1.69E-06,-5.51E-06,0.01217157,0.212479214,30.12492684,0.007053269,0.490623681,1.27E-02,7.15E-06
2010.3098,5,-0.025941,87.33216208,1.53E-05,2.89E-05,-1.86E-06,-5.19E-06,0.012295587,0.216505621,30.12736487,0.007186344,0.499920038,1.29E-02,7.33E-06
2010.4069,5,-0.0291,87.33212324,1.60E-05,3.01E-05,-2.01E-06,-5.72E-06,0.012377648,0.220547502,30.12981693,0.007319908,0.509252369,1.30E-02,7.53E-06
2010.5039,5,-0.0291,87.33208314,1.71E-05,3.04E-05,-2.04E-06,-5.78E-06,0.012488402,0.224366861,30.13212614,0.007446101,0.518070679,1.32E-02,7.74E-06
2010.601,5,-0.0291,87.33202697,1.64E-05,3.09E-05,-2.18E-06,-5.65E-06,0.012692734,0.228307058,30.13527937,0.007576072,0.527167357,1.34E-02,8.02E-06
2010.698,5,-0.028455,87.3319914,1.75E-05,3.11E-05,-1.31E-06,-5.53E-06,0.012814553,0.23223588,30.13757378,0.007705859,0.536238284,1.35E-02,8.20E-06
2010.7952,5,-0.024972,87.33195576,1.80E-05,3.18E-05,-2.18E-06,-6.28E-06,0.012936554,0.236133058,30.13972592,0.007834612,0.545236115,1.37E-02,8.38E-06
2010.8922,5,-0.0248,87.33192327,1.80E-05,3.26E-05,-2.55E-06,-6.35E-06,0.013083745,0.24010289,30.142076,0.007965705,0.554401502,1.39E-02,8.55E-06
2010.9893,5,-0.0248,87.3318909,1.79E-05,3.26E-05,-2.16E-06,-6.46E-06,0.013273796,0.244104833,30.14486394,0.008097725,0.56364069,1.40E-02,8.71E-06
2011.0863,5,-0.0248,87.33185548,1.89E-05,3.34E-05,-2.54E-06,-5.76E-06,0.013368096,0.248125274,30.14751448,0.008230372,0.572923242,1.42E-02,8.89E-06
2011.1833,5,-0.023537917,87.33181435,1.94E-05,3.39E-05,-2.97E-06,-5.95E-06,0.013504399,0.252053188,30.14988691,0.008360004,0.581991817,1.44E-02,9.10E-06
2011.2805,5,-0.0183,87.3317657,1.94E-05,3.40E-05,-2.38E-06,-5.88E-06,0.0136878,0.256008799,30.15241945,0.008490489,0.591123959,1.45E-02,9.35E-06
2011.3776,5,-0.0183,87.33171997,1.97E-05,3.43E-05,-2.21E-06,-6.31E-06,0.013842876,0.260009001,30.15300021,0.008622989,0.600359233,1.47E-02,9.59E-06
2011.4746,5,-0.019747833,87.33169265,2.09E-05,3.55E-05,-3.40E-06,-6.70E-06,0.013896858,0.264024939,30.15538582,0.008755482,0.60963159,1.49E-02,9.72E-06
2011.5717,5,-0.029376917,87.33165704,2.07E-05,3.58E-05,-3.13E-06,-6.61E-06,0.014082119,0.268111778,30.15811359,0.008890204,0.61906661,1.50E-02,9.91E-06
2011.6687,5,-0.0302,87.33161556,2.25E-05,3.64E-05,-2.29E-06,-6.98E-06,0.014132673,0.272158379,30.16049684,0.00902367,0.628409755,1.52E-02,1.01E-05
2011.7659,5,-0.0302,87.33157564,2.38E-05,3.73E-05,-2.84E-06,-6.73E-06,0.014205212,0.276175723,30.16316656,0.009156059,0.637685156,1.54E-02,1.03E-05
2011.8629,5,-0.0302,87.33153398,2.34E-05,3.80E-05,-3.34E-06,-7.53E-06,0.01437603,0.280137113,30.16579086,0.009286583,0.646830531,1.55E-02,1.05E-05
2011.96,5,-0.029483333,87.33149133,2.34E-05,3.93E-05,-3.66E-06,-7.38E-06,0.014493917,0.284034128,30.16809752,0.009415049,0.655827671,1.57E-02,1.07E-05
2012.057,5,-0.0260075,87.331459,2.48E-05,4.03E-05,-3.48E-06,-7.46E-06,0.014542936,0.288009241,30.17043461,0.009546075,0.665005691,1.59E-02,1.09E-05
2012.1541,5,-0.0259,87.33138727,2.46E-05,4.05E-05,-3.73E-06,-7.33E-06,0.014741563,0.292027771,30.17272937,0.009678533,0.674282665,1.60E-02,1.13E-05
2012.2512,5,-0.0266,87.33132664,2.44E-05,4.06E-05,-3.59E-06,-8.21E-06,0.014941054,0.296083777,30.17481873,0.00981228,0.683646116,1.62E-02,1.16E-05
2012.3483,5,-0.03266875,87.33129751,2.58E-05,4.19E-05,-3.53E-06,-7.84E-06,0.014968599,0.299990878,30.17662878,0.009941166,0.692667219,1.64E-02,1.17E-05
2012.4453,5,-0.0334,87.33125704,2.69E-05,4.30E-05,-4.73E-06,-8.56E-06,0.015038268,0.304111803,30.17898388,0.01007694,0.70218165,1.65E-02,1.19E-05
2012.5424,5,-0.0334,87.33120872,2.67E-05,4.35E-05,-3.98E-06,-7.86E-06,0.015212072,0.308131727,30.18129022,0.010209362,0.711461916,1.67E-02,1.22E-05
2012.6394,5,-0.0334,87.33114385,2.72E-05,4.41E-05,-3.95E-06,-8.36E-06,0.015337288,0.31211684,30.18356189,0.010340623,0.720662207,1.69E-02,1.25E-05
2012.7366,5,-0.0334,87.33109025,2.81E-05,4.51E-05,-3.87E-06,-8.02E-06,0.015422217,0.316050228,30.1858707,0.010470138,0.729743415,1.70E-02,1.28E-05
2012.8336,5,-0.037241333,87.33103605,2.75E-05,4.53E-05,-4.66E-06,-8.80E-06,0.015641202,0.32004094,30.18786768,0.010601641,0.7389557,1.72E-02,1.31E-05
2012.9307,5,-0.042,87.3309766,2.84E-05,4.57E-05,-4.85E-06,-8.34E-06,0.015751262,0.324083272,30.18974927,0.010734878,0.748288156,1.73E-02,1.34E-05
2013.0277,5,-0.042,87.33092087,2.90E-05,4.58E-05,-4.26E-06,-8.64E-06,0.015903302,0.328077738,30.19219512,0.01086631,0.757509665,1.75E-02,1.37E-05
2013.1248,5,-0.042,87.33085613,3.06E-05,4.73E-05,-5.15E-06,-8.80E-06,0.015919914,0.33211416,30.19543922,0.010998819,0.766829331,1.77E-02,1.40E-05
2013.2219,5,-0.0418175,87.33075318,3.13E-05,4.69E-05,-4.34E-06,-8.50E-06,0.016092075,0.336054422,30.1977904,0.011128444,0.775925431,1.78E-02,1.45E-05
2013.319,5,-0.041008333,87.33064313,3.15E-05,4.78E-05,-4.77E-06,-9.38E-06,0.016218348,0.340004468,30.19949611,0.011258614,0.785044541,1.80E-02,1.51E-05
2013.416,5,-0.041,87.330642,3.22E-05,4.94E-05,-5.30E-06,-9.76E-06,0.016281642,0.343955927,30.2017992,0.011388591,0.79416752,1.82E-02,1.51E-05
2013.5131,5,-0.041,87.33055428,3.25E-05,5.03E-05,-5.72E-06,-9.67E-06,0.016406244,0.34784356,30.20396892,0.011516485,0.803142489,1.83E-02,1.55E-05
2013.6101,5,-0.04054075,87.33047295,3.42E-05,5.10E-05,-5.57E-06,-9.51E-06,0.016460716,0.351806867,30.20639734,0.011646767,0.812292877,1.85E-02,1.59E-05
2013.7073,5,-0.0399,87.33042071,3.45E-05,5.14E-05,-5.55E-06,-9.57E-06,0.016612589,0.355800907,30.20904945,0.011777958,0.821513197,1.87E-02,1.62E-05
2013.8043,5,-0.0399,87.33035956,3.41E-05,5.22E-05,-6.19E-06,-9.96E-06,0.016781811,0.359718907,30.21133822,0.011906752,0.830557726,1.88E-02,1.65E-05
2013.9014,5,-0.0399,87.33030454,3.40E-05,5.29E-05,-5.66E-06,-9.87E-06,0.016944403,0.363601922,30.2125521,0.012034797,0.83952151,1.90E-02,1.68E-05
2013.9984,5,-0.041218667,87.33022112,3.73E-05,5.41E-05,-5.45E-06,-9.83E-06,0.016871753,0.367684112,30.21471406,0.012169042,0.848947676,1.92E-02,1.72E-05
2014.0955,5,-0.0481775,87.33015315,3.58E-05,5.46E-05,-6.37E-06,-1.04E-05,0.017125543,0.371808641,30.21746339,0.012304429,0.858468047,1.93E-02,1.76E-05
2014.1926,5,-0.0485,87.33008827,3.54E-05,5.47E-05,-6.24E-06,-1.02E-05,0.017330571,0.3758083,30.21987582,0.012435799,0.867700585,1.95E-02,1.79E-05
2014.2897,5,-0.0485,87.32998171,3.58E-05,5.55E-05,-6.36E-06,-9.94E-06,0.017451985,0.379872264,30.2223059,0.012569268,0.877082479,1.97E-02,1.84E-05
2014.3867,5,-0.047254667,87.32988998,3.81E-05,5.73E-05,-6.41E-06,-1.00E-05,0.01740675,0.383906225,30.22485172,0.012701674,0.886396954,1.98E-02,1.89E-05
2014.4838,5,-0.0453,87.32983093,3.78E-05,5.69E-05,-6.98E-06,-1.07E-05,0.017638839,0.387867375,30.22758056,0.012831572,0.895540163,2.00E-02,1.92E-05
2014.5808,5,-0.0453,87.32976899,3.93E-05,5.82E-05,-6.53E-06,-1.05E-05,0.017670475,0.391908023,30.22991024,0.012964247,0.904869181,2.02E-02,1.95E-05
2014.678,5,-0.0453,87.32966867,3.97E-05,5.91E-05,-7.08E-06,-1.09E-05,0.017786818,0.396069834,30.23108523,0.01310141,0.914476953,2.03E-02,2.00E-05
2014.775,5,-0.0471875,87.3296055,3.91E-05,5.94E-05,-7.51E-06,-1.10E-05,0.017991636,0.400052631,30.23339726,0.013232143,0.923670336,2.05E-02,2.04E-05
2014.8721,5,-0.059405917,87.32955048,4.11E-05,6.06E-05,-7.05E-06,-1.11E-05,0.017999778,0.404087562,30.23522069,0.013364796,0.932986379,2.07E-02,2.06E-05
2014.9691,5,-0.0604,87.32946878,4.14E-05,6.17E-05,-7.27E-06,-1.12E-05,0.018111273,0.408090127,30.2375398,0.013496142,0.94222645,2.08E-02,2.11E-05
2015.0662,5,-0.0604,87.32937801,4.11E-05,6.21E-05,-7.32E-06,-1.11E-05,0.018299,0.412148023,30.24052958,0.013628995,0.951593324,2.10E-02,2.15E-05
2015.1633,5,-0.0604,87.32928992,4.27E-05,6.34E-05,-7.85E-06,-1.07E-05,0.018327414,0.416132788,30.2433006,0.013759503,0.960793254,2.12E-02,2.20E-05
2015.2604,5,-0.057816,87.32919336,4.37E-05,6.42E-05,-7.82E-06,-1.15E-05,0.018408941,0.420178147,30.24570654,0.013892158,0.970132422,2.13E-02,2.25E-05
2015.3574,5,-0.0528,87.32908982,4.28E-05,6.43E-05,-7.66E-06,-1.13E-05,0.018645303,0.424238244,30.24822202,0.014025229,0.979503668,2.15E-02,2.30E-05
2015.4545,5,-0.0528,87.3289954,4.34E-05,6.49E-05,-7.41E-06,-1.20E-05,0.01877102,0.428340582,30.25087454,0.01415961,0.988973781,2.17E-02,2.35E-05
2015.5515,5,-0.052387917,87.32886157,4.50E-05,6.52E-05,-7.05E-06,-1.20E-05,0.018853676,0.432453578,30.2538451,0.014294169,0.998469016,2.18E-02,2.41E-05
2015.6487,5,-0.048904917,87.32879029,4.30E-05,6.50E-05,-8.15E-06,-1.19E-05,0.019173628,0.436500153,30.25627382,0.014426765,1.007807831,2.20E-02,2.45E-05
2015.7457,5,-0.0485,87.32872487,4.50E-05,6.58E-05,-7.36E-06,-1.21E-05,0.019202151,0.44077657,30.25874969,0.014566913,1.017681013,2.22E-02,2.48E-05
2015.8428,5,-0.0485,87.32865804,4.61E-05,6.65E-05,-7.31E-06,-1.22E-05,0.019284977,0.444932016,30.26092149,0.014703188,1.027274174,2.23E-02,2.52E-05
2015.9398,5,-0.0485,87.32856493,4.72E-05,6.66E-05,-6.95E-06,-1.25E-05,0.019406475,0.449089803,30.26313544,0.0148395,1.036872211,2.25E-02,2.57E-05
2016.0369,5,-0.0485,87.3284893,4.62E-05,6.74E-05,-8.14E-06,-1.30E-05,0.019605992,0.453273428,30.26563981,0.014976502,1.046528832,2.27E-02,2.60E-05
2016.134,5,-0.050435,87.3284224,4.60E-05,6.75E-05,-8.20E-06,-1.28E-05,0.019803655,0.457508235,30.26816166,0.015115164,1.0563036,2.28E-02,2.64E-05
2016.2311,5,-0.0528,87.32835119,4.76E-05,6.86E-05,-7.84E-06,-1.28E-05,0.019839107,0.461763487,30.27062048,0.01525451,1.066127724,2.30E-02,2.67E-05
2016.3281,5,-0.0528,87.32827952,4.69E-05,6.89E-05,-8.17E-06,-1.27E-05,0.020052769,0.465879671,30.27311261,0.015389223,1.075628314,2.32E-02,2.71E-05
2016.4252,5,-0.0528,87.32820184,4.79E-05,6.95E-05,-8.06E-06,-1.26E-05,0.020155788,0.470077103,30.2758263,0.015526483,1.085317971,2.33E-02,2.75E-05
2016.5222,5,-0.0535955,87.32808276,4.91E-05,7.01E-05,-7.97E-06,-1.31E-05,0.020236708,0.474211053,30.27814429,0.015661827,1.094861339,2.35E-02,2.81E-05
2016.6194,5,-0.0570785,87.32799852,5.05E-05,7.13E-05,-8.36E-06,-1.33E-05,0.020281657,0.478352942,30.27993357,0.015797688,1.104423525,2.37E-02,2.85E-05
2016.7164,5,-0.0571,87.32792088,5.27E-05,7.19E-05,-8.19E-06,-1.35E-05,0.020304962,0.482515832,30.28234356,0.0159339,1.114034496,2.38E-02,2.89E-05
2016.8135,5,-0.0571,87.32778685,5.20E-05,7.24E-05,-8.81E-06,-1.39E-05,0.02051051,0.486782,30.28492952,0.016073407,1.1238813,2.40E-02,2.96E-05
2016.9105,5,-0.052134167,87.32768202,5.25E-05,7.29E-05,-9.75E-06,-1.39E-05,0.020638682,0.491159113,30.28817996,0.016216198,1.133985317,2.41E-02,3.02E-05
2017.0076,5,-0.0453,87.3276196,5.53E-05,7.35E-05,-8.58E-06,-1.38E-05,0.020636974,0.495445572,30.29154359,0.016355904,1.143881895,2.43E-02,3.05E-05
2017.1047,5,-0.0453,87.32755267,5.41E-05,7.49E-05,-8.67E-06,-1.41E-05,0.020810223,0.499665216,30.29408564,0.016493821,1.153621638,2.45E-02,3.08E-05
2017.2018,5,-0.0453,87.32746074,5.56E-05,7.55E-05,-8.87E-06,-1.40E-05,0.020877416,0.503983569,30.29694521,0.016634798,1.163590811,2.46E-02,3.13E-05
2017.2988,5,-0.046475,87.32739347,5.62E-05,7.59E-05,-9.44E-06,-1.37E-05,0.02100877,0.508337653,30.29932036,0.016777197,1.1736415,2.48E-02,3.16E-05
2017.3959,5,-0.05254375,87.32732873,5.56E-05,7.63E-05,-9.28E-06,-1.43E-05,0.021213242,0.512650881,30.30088303,0.016918678,1.183596726,2.50E-02,3.19E-05
