Time [s],Pore pressure [MPa],Pump rate [mL/min],Pump volume [mL],SGV1,SGV2,SGH1,SGH2,Fault slip [mm],shear stress [Mpa],Effective normal stress [Mpa],Friction,Diff_stress [Mpa],Axial_shortening [mm],porosity_reduction
2565.0667,5,-0.0205,87.01276399,0.002677817,0.002731039,-0.000590394,-0.000619934,0.146132689,27.54270322,45.96706716,0.599183392,63.48879983,0.3969974,0.001634015
2565.1636,5,-0.0205,87.01273571,0.002679442,0.002732088,-0.000590291,-0.00062007,0.146047688,27.54801662,45.97023824,0.599257643,63.50111663,0.397057522,0.001634159
2565.2607,5,-0.0205,87.01270979,0.002679435,0.002732616,-0.00059059,-0.000620548,0.146087618,27.55326357,45.97386302,0.599324524,63.51317905,0.397118112,0.001634291
2565.3579,5,-0.0205,87.01268063,0.002679792,0.002732796,-0.000591002,-0.000620217,0.146126259,27.55856044,45.97693845,0.599399642,63.52535759,0.397178451,0.001634439
2565.4548,5,-0.023180333,87.01265405,0.002680275,0.002733555,-0.000591218,-0.00062089,0.146124604,27.56378179,45.97912011,0.59948476,63.53739468,0.397239118,0.001634574
2565.552,5,-0.0248,87.0126004,0.002681081,0.002734672,-0.000591101,-0.000620673,0.146084469,27.56888246,45.98154418,0.599564085,63.54918479,0.39730053,0.001634848
2565.6489,5,-0.0248,87.01256437,0.002681339,0.002734835,-0.000592012,-0.000620167,0.146130437,27.57411433,45.9849869,0.599632971,63.56120754,0.39736134,0.001635031
2565.7461,5,-0.0248,87.01252976,0.002680604,0.002734678,-0.000592472,-0.000620177,0.146251205,27.57947479,45.98827625,0.599706644,63.57346603,0.397421338,0.001635208
2565.8433,5,-0.0248,87.01249557,0.002681905,0.002734977,-0.000591907,-0.00062046,0.146227851,27.58485197,45.99137031,0.599783215,63.5858799,0.397481167,0.001635382
2565.9402,5,-0.0226285,87.01246663,0.002682463,0.002735751,-0.000592357,-0.000620507,0.146218716,27.5903614,45.99475045,0.599858922,63.59858712,0.397539811,0.001635529
2566.0374,5,-0.0121795,87.01245043,0.002682931,0.002735853,-0.000592833,-0.000621341,0.146254045,27.59583511,45.99890498,0.59992374,63.6111759,0.397598912,0.001635612
2566.1343,5,-0.0119,87.01243428,0.002684141,0.002736365,-0.000592789,-0.000622191,0.146224328,27.60109358,46.00242848,0.599992098,63.62332132,0.397659252,0.001635694
2566.2314,5,-0.012508,87.01240544,0.002684924,0.002737544,-0.000593221,-0.000622143,0.146181368,27.60626174,46.00538614,0.600065863,63.63526932,0.397720187,0.001635841
2566.3286,5,-0.017692,87.01236656,0.002684939,0.002738076,-0.000592663,-0.000621635,0.146220424,27.61144332,46.00723284,0.600154402,63.64718169,0.39778133,0.001636039
2566.4255,5,-0.0183,87.01233635,0.002686024,0.002738626,-0.000593044,-0.000621839,0.146197216,27.61651547,46.01001454,0.600228358,63.65889235,0.397842982,0.001636193
2566.5227,5,-0.0183,87.01230928,0.002686472,0.0027389,-0.00059343,-0.000622299,0.146227073,27.6216049,46.01268361,0.60030415,63.67059977,0.397904943,0.00163633
2566.6196,5,-0.0183,87.01228476,0.002684463,0.002739316,-0.000593455,-0.000622079,0.146390456,27.62671161,46.01544672,0.600379081,63.68223853,0.397966812,0.001636455
2566.7168,5,-0.0183,87.01225704,0.002686495,0.002738762,-0.000593702,-0.000622523,0.146376887,27.63172934,46.0185104,0.600448148,63.69381591,0.398028966,0.001636596
2566.814,5,-0.0183,87.0122178,0.002687443,0.002740007,-0.000593381,-0.000622575,0.146321912,27.63673947,46.02182265,0.600513797,63.70540942,0.398090972,0.001636796
2566.9109,5,-0.0183,87.01219079,0.002687179,0.002739863,-0.000594203,-0.000622649,0.146416376,27.64189033,46.02441388,0.600591903,63.71720587,0.398152365,0.001636934
2567.0081,5,-0.0183,87.01216784,0.002687815,0.002740999,-0.000594318,-0.00062237,0.146385139,27.64698028,46.02611347,0.600680314,63.72896409,0.398213973,0.001637051
2567.105,5,-0.0183,87.012142,0.002688287,0.002740824,-0.000594228,-0.000622818,0.146438137,27.65220715,46.02915491,0.600754179,63.74096945,0.398274735,0.001637182
2567.2021,5,-0.025689,87.01210516,0.002688201,0.002740817,-0.000595053,-0.000622664,0.146514268,27.65741569,46.03235142,0.600825612,63.75291372,0.398335982,0.00163737
2567.2993,5,-0.0291,87.01206628,0.002687883,0.002740557,-0.000594786,-0.000622644,0.146617858,27.66265332,46.0354934,0.600898378,63.76490268,0.398396794,0.001637568
2567.3962,5,-0.0291,87.01200821,0.002688257,0.00274144,-0.000594548,-0.000623198,0.146616144,27.6677915,46.03891468,0.600965329,63.77674804,0.398458139,0.001637864
2567.4934,5,-0.0291,87.01195664,0.002689337,0.00274164,-0.000595157,-0.000623002,0.146612615,27.67297233,46.04220374,0.601034922,63.78869319,0.398519083,0.001638126
2567.5903,5,-0.025495167,87.01192794,0.002691355,0.002743758,-0.000594834,-0.000622966,0.146444259,27.67808127,46.045247,0.601106153,63.80060678,0.398580122,0.001638273
2567.6875,5,-0.0205,87.01190575,0.00269106,0.002744162,-0.000595757,-0.000623181,0.146508469,27.68328415,46.04851368,0.601176497,63.81254763,0.398641179,0.001638386
2567.7847,5,-0.0205,87.01187675,0.002691185,0.002744057,-0.000596075,-0.000623609,0.146576139,27.68869057,46.05166832,0.601252714,63.82495483,0.398700729,0.001638533
2567.8816,5,-0.0205,87.01185091,0.002693951,0.00274487,-0.000595344,-0.000623579,0.146439233,27.69394397,46.05470151,0.601327184,63.83717589,0.39876114,0.001638665
2567.9788,5,-0.0205,87.01178735,0.002692435,0.002745342,-0.000595948,-0.000623546,0.146569679,27.69919727,46.0577868,0.601400962,63.849179,0.398821909,0.001638989
2568.0757,5,-0.0205,87.01173244,0.002693705,0.002745499,-0.000595651,-0.000623379,0.146557445,27.70440073,46.0606943,0.601475969,63.86118341,0.398882674,0.001639268
2568.1729,5,-0.0205,87.01171142,0.002693669,0.002745782,-0.000596131,-0.000623466,0.146613878,27.7095757,46.06352056,0.601551409,63.87306622,0.398943906,0.001639375
2568.27,5,-0.0205,87.01168867,0.002693982,0.002746886,-0.000595881,-0.000623424,0.146603147,27.71466442,46.06628244,0.601625809,63.88480492,0.399005473,0.001639491
2568.3669,5,-0.020070083,87.01165106,0.002693428,0.0027466,-0.000596713,-0.000623914,0.146721933,27.71991468,46.06958881,0.601696594,63.89681043,0.399066335,0.001639683
2568.4641,5,-0.0194,87.01162597,0.002694527,0.002746908,-0.000596184,-0.000623963,0.146711049,27.72509864,46.07292291,0.601765568,63.90876879,0.399127239,0.001639811
2568.561,5,-0.0194,87.0115937,0.002694791,0.002747732,-0.000596748,-0.000624351,0.146719878,27.73016929,46.07585586,0.601837313,63.92044987,0.399189281,0.001639975
2568.6582,5,-0.0194,87.01156454,0.002695358,0.002748188,-0.000596453,-0.000625041,0.146732238,27.73522503,46.07892288,0.601906974,63.9320937,0.399251134,0.001640123
2568.7554,5,-0.0194,87.01153789,0.002697725,0.002749088,-0.000596482,-0.00062561,0.146614314,27.74032858,46.08184864,0.601979508,63.94395402,0.399312334,0.001640259
2568.8523,5,-0.021274083,87.01151031,0.002696665,0.002749612,-0.000597193,-0.00062543,0.146716281,27.74547748,46.08452659,0.602056255,63.95573952,0.39937386,0.0016404
2568.9495,5,-0.0237,87.01147033,0.002696436,0.002749674,-0.000596734,-0.000624766,0.146797472,27.75053455,46.08704199,0.602133124,63.96733025,0.399435874,0.001640603
2569.0464,5,-0.0237,87.01142787,0.002698082,0.002751026,-0.000596707,-0.000625497,0.146695073,27.75564723,46.08971117,0.602209181,63.97919898,0.399497049,0.001640819
2569.1436,5,-0.024499333,87.01137948,0.002699399,0.002751777,-0.000596929,-0.000626072,0.146646002,27.76083074,46.09254561,0.602284607,63.99118748,0.399557962,0.001641066
2569.2407,5,-0.0259,87.0113191,0.002698665,0.002752086,-0.00059737,-0.00062577,0.146741855,27.76597387,46.09565401,0.602355568,64.00296458,0.399619713,0.001641373
2569.3376,5,-0.0259,87.0112868,0.002699234,0.002752296,-0.000598125,-0.000625916,0.146767162,27.77117177,46.09866634,0.602428963,64.01492555,0.399680609,0.001641538
2569.4348,5,-0.0259,87.0112544,0.002699881,0.002752903,-0.000597719,-0.000625752,0.146764232,27.77647155,46.10170511,0.602504213,64.02714437,0.399740727,0.001641703
2569.5317,5,-0.0259,87.0111861,0.002698884,0.002752724,-0.000598736,-0.000625332,0.146902526,27.78171601,46.10478961,0.602577655,64.03912033,0.399801678,0.001642051
2569.6289,5,-0.0259,87.0111537,0.002701148,0.002753863,-0.000597897,-0.000625814,0.146777567,27.786706,46.10761469,0.602648959,64.05072477,0.399863651,0.001642216
2569.7261,5,-0.0259,87.0111213,0.002701567,0.002755102,-0.000598607,-0.00062634,0.146753158,27.79176067,46.11052208,0.602720581,64.06239616,0.399925421,0.001642381
2569.823,5,-0.0259,87.0110848,0.002703792,0.002755902,-0.00059863,-0.000626445,0.146649022,27.79690341,46.11339794,0.602794516,64.07433573,0.399986482,0.001642567
2569.9202,5,-0.0259,87.0110486,0.002703299,0.002755947,-0.000598393,-0.000626532,0.146745998,27.8020675,46.11638053,0.60286751,64.08616014,0.40004809,0.001642751
2570.0171,5,-0.025273,87.01100946,0.002703519,0.002756066,-0.000598425,-0.000626969,0.146796473,27.80731003,46.11953419,0.602939958,64.09820335,0.400108739,0.00164295
2570.1143,5,-0.0237,87.010978,0.002702687,0.002755427,-0.000599125,-0.000626823,0.14694994,27.8127762,46.12302043,0.603012898,64.11067783,0.400168085,0.001643111
2570.2114,5,-0.0237,87.01096021,0.002703688,0.002756062,-0.000598299,-0.000626995,0.146925101,27.81805941,46.12600698,0.603088393,64.12287638,0.400228364,0.001643201
2570.3083,5,-0.0237,87.01090668,0.00270317,0.002757078,-0.000598719,-0.000627446,0.146967449,27.82316958,46.12882787,0.603162293,64.13462107,0.400289913,0.001643474
2570.4055,5,-0.0237,87.0108678,0.002704622,0.0027572,-0.000598996,-0.000627059,0.146947477,27.82827785,46.13176821,0.603234581,64.1464124,0.400351321,0.001643672
2570.5024,5,-0.026652667,87.0108208,0.002704365,0.002757845,-0.000599467,-0.000627189,0.14699667,27.83333453,46.13443296,0.603309345,64.15802818,0.40041336,0.001643911
2570.5996,5,-0.028,87.01077419,0.002706133,0.002758991,-0.000600042,-0.000628077,0.146901126,27.83822078,46.13708503,0.603380573,64.16936959,0.400476326,0.001644149
2570.6968,5,-0.028,87.01073373,0.002706427,0.002759441,-0.000599374,-0.000628019,0.146930273,27.84321812,46.14008356,0.603449668,64.180865,0.400538728,0.001644355
2570.7937,5,-0.028,87.01069504,0.002706094,0.002759787,-0.00059975,-0.000628085,0.147000717,27.84832072,46.14328778,0.603518346,64.19256922,0.400600399,0.001644552
2570.8909,5,-0.028933167,87.01063594,0.002706302,0.002759821,-0.000599935,-0.000627892,0.147058339,27.85338558,46.14593871,0.603593433,64.20419691,0.400662401,0.001644853
2570.9878,5,-0.0302,87.01058376,0.002706398,0.002759764,-0.000599368,-0.000627816,0.147128269,27.85836875,46.1485694,0.603667007,64.21562622,0.400724902,0.001645118
2571.085,5,-0.0302,87.010508,0.00270673,0.002760147,-0.000600332,-0.000627975,0.147158191,27.86345596,46.15194555,0.603733074,64.22732811,0.40078658,0.001645504
2571.1821,5,-0.0302,87.01046916,0.002707658,0.00276126,-0.000599067,-0.000627898,0.14711031,27.86868432,46.15494272,0.603807148,64.2394191,0.400847184,0.001645702
2571.2791,5,-0.0237,87.01040763,0.002708524,0.002761834,-0.00060008,-0.000628379,0.147098348,27.87379298,46.15826486,0.603874367,64.25120477,0.40090881,0.001646015
2571.3762,5,-0.0237,87.01037527,0.002709016,0.002762925,-0.000599951,-0.000628311,0.147078848,27.87879588,46.16114457,0.603945074,64.26275281,0.400971052,0.00164618
2571.4731,5,-0.0237,87.01034297,0.002709648,0.002763313,-0.000600344,-0.000628891,0.147092821,27.8836722,46.16407323,0.60401239,64.27398164,0.401034158,0.001646345
2571.5703,5,-0.0237,87.01030822,0.002709205,0.002762375,-0.000600418,-0.000628934,0.1472462,27.88849912,46.16695959,0.604079181,64.28498227,0.401097954,0.001646522
2571.6675,5,-0.0237,87.01027733,0.002709486,0.002762909,-0.000600816,-0.000628813,0.147272932,27.89328378,46.16968924,0.604147098,64.29598934,0.401161829,0.001646679
2571.7644,5,-0.0237,87.01024987,0.002710725,0.002763827,-0.000600136,-0.000628481,0.147221029,27.89815975,46.1724129,0.604217064,64.30727137,0.401224775,0.001646819
2571.8616,5,-0.0237,87.01021683,0.002710617,0.002763262,-0.000600939,-0.00062858,0.14733163,27.90322898,46.17539312,0.604287849,64.31886556,0.401286878,0.001646987
2571.9585,5,-0.0237,87.01016117,0.002709773,0.002763889,-0.000601045,-0.00062855,0.147416775,27.90819079,46.17844288,0.604355389,64.33023302,0.401349766,0.001647271
2572.0557,5,-0.023556083,87.01012877,0.002710482,0.002763756,-0.000601477,-0.000627887,0.14745722,27.91298677,46.18123163,0.604422744,64.34125486,0.401413597,0.001647436
2572.1528,5,-0.022666,87.0100964,0.002711686,0.002764749,-0.000600812,-0.000628286,0.147404469,27.91769057,46.1839343,0.604489223,64.35214073,0.401477738,0.001647601
2572.2498,5,-0.0226,87.01006407,0.002711582,0.002765047,-0.000601203,-0.000629253,0.147466994,27.92247894,46.18672761,0.604556339,64.36312691,0.401541577,0.001647765
2572.3469,5,-0.0226,87.0100317,0.002713236,0.002765988,-0.000600935,-0.000629013,0.147390469,27.92727621,46.18954727,0.604623294,64.37424778,0.401605109,0.00164793
2572.4438,5,-0.0226,87.01000086,0.002712709,0.002766075,-0.00060178,-0.000628952,0.147488298,27.93224124,46.19252441,0.604691811,64.38561214,0.401667806,0.001648087
2572.541,5,-0.02449,87.0099444,0.002713802,0.00276769,-0.000601831,-0.000629496,0.147403927,27.93720234,46.19501146,0.60476665,64.39711712,0.401730179,0.001648375
2572.6382,5,-0.028,87.00985872,0.002713406,0.002767656,-0.000602145,-0.000629558,0.147501241,27.94218882,46.19746203,0.604842509,64.40853134,0.401792925,0.001648811
2572.7351,5,-0.028,87.0098223,0.002713105,0.002767822,-0.000602133,-0.000629901,0.14758148,27.94715594,46.20053409,0.604909802,64.41991491,0.401855665,0.001648996
2572.8323,5,-0.0271185,87.00978908,0.002716626,0.002768524,-0.000601503,-0.000630234,0.14740971,27.95206791,46.20338226,0.604978825,64.43137849,0.401918062,0.001649166
2572.9292,5,-0.020174,87.00975032,0.002715302,0.002768904,-0.000602157,-0.000630217,0.147535455,27.95718715,46.20709582,0.605040993,64.4430753,0.401979756,0.001649363
2573.0264,5,-0.0194,87.00972584,0.002714825,0.002768404,-0.000601818,-0.000630523,0.147664101,27.96219286,46.21012162,0.605109701,64.45450801,0.402042347,0.001649488
2573.1235,5,-0.0194,87.00970107,0.002714675,0.002768014,-0.000602416,-0.000630812,0.147767954,27.96712895,46.21330474,0.605174832,64.46580059,0.40210526,0.001649614
2573.2205,5,-0.0194,87.00967655,0.002715726,0.002768338,-0.00060212,-0.000630159,0.147760592,27.97210288,46.21642834,0.605241553,64.47727182,0.402167635,0.001649739
2573.3176,5,-0.018769333,87.00965331,0.002715762,0.00276957,-0.00060257,-0.000631147,0.14775991,27.97705549,46.21929285,0.605311197,64.48868845,0.402230474,0.001649857
2573.4146,5,-0.0152935,87.00962744,0.002717154,0.002770921,-0.000602921,-0.000631414,0.147674311,27.9819289,46.22209814,0.605379895,64.49999236,0.402293454,0.001649989
2573.5117,5,-0.0151,87.00958532,0.002717341,0.002771948,-0.000603269,-0.000631832,0.147677001,27.98681301,46.22474808,0.60545085,64.51124829,0.402356478,0.001650203
2573.6089,5,-0.015337333,87.00954792,0.002718626,0.002772571,-0.000603285,-0.000631865,0.147639106,27.99174553,46.22710703,0.605526656,64.52264923,0.402419065,0.001650394
2573.7058,5,-0.017921333,87.00952531,0.002720242,0.002773645,-0.000603136,-0.000631315,0.147556808,27.99658369,46.22996527,0.605593872,64.53386923,0.402482298,0.001650509
2573.803,5,-0.0183,87.00949987,0.002721312,0.002774565,-0.000602838,-0.00063151,0.14751493,28.00142337,46.23275564,0.605662003,64.54505949,0.40254552,0.001650639
2573.8999,5,-0.0183,87.00947802,0.002721333,0.002775168,-0.000603109,-0.000631335,0.147550933,28.0064106,46.23565112,0.605731939,64.55652571,0.40260791,0.00165075
2573.9971,5,-0.0183,87.00944621,0.002721807,0.002775511,-0.00060415,-0.000632159,0.147575384,28.01148844,46.23850781,0.605804334,64.56821031,0.402669941,0.001650912
2574.0942,5,-0.0183,87.00941669,0.002722836,0.002776522,-0.000603498,-0.000632371,0.147530228,28.01637214,46.24125416,0.605873968,64.57950475,0.402732849,0.001651062
2574.1912,5,-0.018769333,87.00939235,0.002722393,0.002776349,-0.000603633,-0.000632615,0.147639448,28.02120042,46.24406375,0.605941566,64.59054425,0.402796626,0.001651186
2574.2883,5,-0.0194,87.00936551,0.002723676,0.002776571,-0.000603625,-0.00063253,0.14762599,28.02599603,46.24679036,0.606009537,64.60160951,0.402860226,0.001651323
2574.3853,5,-0.0194,87.00933535,0.002722148,0.002776387,-0.000603662,-0.000632573,0.147797416,28.03098651,46.24977501,0.606078332,64.61297156,0.40292303,0.001651477
2574.4824,5,-0.0194,87.0092868,0.002722794,0.002777228,-0.000603795,-0.000632876,0.147784429,28.03585015,46.25306677,0.606140352,64.62419323,0.402986158,0.001651724
2574.5796,5,-0.0194,87.00923743,0.002723712,0.002777554,-0.00060461,-0.000632735,0.147785502,28.04071569,46.2552851,0.606216471,64.63540768,0.403049308,0.001651975
2574.6765,5,-0.0194,87.00921482,0.002725551,0.002778752,-0.000603822,-0.000632499,0.147685185,28.04532526,46.25790157,0.606281831,64.64611573,0.403114286,0.00165209
2574.7737,5,-0.0194,87.00918901,0.00272563,0.002779079,-0.000604268,-0.00063297,0.14773682,28.04994197,46.2607174,0.606344725,64.65671492,0.403179293,0.001652222
2574.8706,5,-0.0194,87.00916082,0.002726645,0.002779593,-0.000604763,-0.000633092,0.147723923,28.05451201,46.26338587,0.606408534,64.66725977,0.403244564,0.001652365
2574.9678,5,-0.018523667,87.00913644,0.002725072,0.002779353,-0.000605093,-0.000633183,0.147902174,28.0593539,46.26632122,0.606474713,64.67827352,0.403308319,0.00165249
2575.0649,5,-0.0172,87.00911453,0.002725683,0.002779055,-0.0006049,-0.00063317,0.147957229,28.06421586,46.26924375,0.606541486,64.68943518,0.403371628,0.001652601
2575.1619,5,-0.0172,87.00908511,0.002726855,0.002779756,-0.000605228,-0.000633241,0.147923082,28.06895058,46.27193018,0.606608596,64.70037712,0.4034357,0.001652751
2575.259,5,-0.0172,87.0090489,0.002726562,0.002780215,-0.000605891,-0.00063343,0.14798594,28.07389895,46.27384013,0.606690495,64.71173149,0.403498427,0.001652935
2575.356,5,-0.01792,87.00902573,0.002728232,0.002781136,-0.00060585,-0.00063395,0.147909261,28.07878352,46.27665447,0.60675915,64.72305398,0.403561551,0.001653053
2575.4531,5,-0.0222895,87.00899984,0.002727738,0.002781326,-0.000605803,-0.000633904,0.148000157,28.08362247,46.27966206,0.606824277,64.73413294,0.40362511,0.001653185
2575.5503,5,-0.0226,87.00897091,0.002727909,0.002781805,-0.000606423,-0.000634364,0.148036441,28.08840675,46.2824528,0.606891058,64.74513096,0.403689012,0.001653333
2575.6472,5,-0.0226,87.00892168,0.002729461,0.002782366,-0.00060613,-0.000633989,0.147987466,28.09323899,46.28543191,0.606956397,64.75630997,0.403752269,0.001653583
2575.7444,5,-0.017864,87.00886336,0.00272908,0.002782581,-0.000606262,-0.00063455,0.148071069,28.09799729,46.28871835,0.6070161,64.76720903,0.403816371,0.00165388
2575.8413,5,-0.0162,87.00883232,0.002728669,0.0027827,-0.000605918,-0.000634794,0.148162754,28.10267579,46.29157854,0.607079661,64.77791743,0.403881148,0.001654038
2575.9385,5,-0.0162,87.00880835,0.002729062,0.002783149,-0.000606612,-0.000634868,0.148187458,28.1075032,46.29416804,0.60714998,64.78902439,0.403944622,0.001654161
2576.0356,5,-0.0162,87.00878569,0.002730974,0.0027843,-0.000606905,-0.000634908,0.148084359,28.11226686,46.29665287,0.607220287,64.80009006,0.40400852,0.001654276
2576.1326,5,-0.0172185,87.0087639,0.002730944,0.002784593,-0.000607328,-0.000635344,0.148142085,28.11715448,46.2994067,0.607289736,64.81130854,0.404071658,0.001654387
2576.2297,5,-0.025067417,87.00874772,0.00273059,0.002784602,-0.000607258,-0.000635251,0.148235917,28.12194249,46.30148963,0.607365826,64.82226751,0.404135679,0.001654469
2576.3267,5,-0.0259,87.00871132,0.002730795,0.002785029,-0.000607122,-0.000635057,0.148273209,28.12671737,46.30418636,0.607433573,64.83324299,0.40419955,0.001654655
2576.4238,5,-0.0259,87.00865648,0.002733323,0.002786208,-0.000607567,-0.000635049,0.148132136,28.13152016,46.30717314,0.60749811,64.84443029,0.404262781,0.001654934
2576.521,5,-0.0259,87.0086176,0.002731709,0.002786337,-0.000607864,-0.000635403,0.148290321,28.13651854,46.31012972,0.607567258,64.85582092,0.404325499,0.001655132
2576.6179,5,-0.0259,87.00858403,0.002732905,0.0027866,-0.000607593,-0.000635132,0.148278749,28.14141352,46.31295066,0.607635944,64.86711362,0.404388412,0.001655303
2576.7151,5,-0.025394917,87.0085498,0.002733443,0.002786375,-0.000607324,-0.00063532,0.148333744,28.14632256,46.31576312,0.607705037,64.87838365,0.404451694,0.001655477
2576.812,5,-0.0248,87.00851427,0.002733584,0.002787064,-0.000607309,-0.000635985,0.148358094,28.15127513,46.31857876,0.60777502,64.88977936,0.404514297,0.001655658
2576.9092,5,-0.0248,87.00846912,0.0027339,0.002788167,-0.000608027,-0.000636732,0.148349199,28.15613893,46.32129795,0.607844343,64.90099797,0.404577534,0.001655888
2577.0063,5,-0.023565333,87.00838565,0.002735088,0.002789058,-0.000607716,-0.000636936,0.148301803,28.16102245,46.32400609,0.607914229,64.91229393,0.404640437,0.001656313
2577.1033,5,-0.0216,87.00835901,0.002735099,0.002788998,-0.000607534,-0.000636981,0.148376507,28.16604443,46.32754206,0.607976231,64.92380793,0.404702683,0.001656449
2577.2004,5,-0.0216,87.00832987,0.002734395,0.002788683,-0.000608124,-0.000636731,0.148506836,28.17115063,46.3305498,0.608046974,64.93546994,0.404764581,0.001656597
2577.2974,5,-0.0216,87.00829753,0.002734365,0.002788477,-0.000608213,-0.000636415,0.14859204,28.17620754,46.33384298,0.608112898,64.94705571,0.40482661,0.001656762
2577.3945,5,-0.0216,87.00826765,0.002734591,0.002788764,-0.000608168,-0.000637015,0.148635582,28.18111015,46.33677114,0.608180274,64.9583203,0.404889909,0.001656914
2577.4917,5,-0.020652167,87.00824021,0.002735173,0.002789481,-0.000608142,-0.00063715,0.148633269,28.18599932,46.33953342,0.608249528,64.96959192,0.404952886,0.001657054
2577.5886,5,-0.0194,87.00821342,0.002736977,0.00279074,-0.000607396,-0.0006375,0.148530027,28.190744,46.34214803,0.608317594,64.98061411,0.405016616,0.00165719
2577.6858,5,-0.0194,87.00818291,0.002737429,0.002791312,-0.000609148,-0.000637369,0.148544115,28.195589,46.34502709,0.608384346,64.99177033,0.405080041,0.001657346
2577.7827,5,-0.0194,87.00814404,0.002739439,0.002792466,-0.000609067,-0.000637715,0.148434273,28.20042347,46.34847464,0.608443399,65.00300502,0.405143129,0.001657544
2577.8799,5,-0.019035167,87.00812069,0.002739516,0.002792614,-0.000609132,-0.000637532,0.148493382,28.20543269,46.35132848,0.608514008,65.01450244,0.405205525,0.001657663
2577.9771,5,-0.017253167,87.00809477,0.002739136,0.002793208,-0.000609289,-0.000638316,0.1485523,28.21051749,46.35397465,0.608588966,65.02617421,0.405267294,0.001657795
2578.074,5,-0.0172,87.0080658,0.002740826,0.002793655,-0.000608763,-0.00063852,0.148500441,28.21558405,46.3568672,0.608660286,65.03789581,0.405329213,0.001657942
2578.1711,5,-0.0172,87.00804141,0.002739866,0.00279412,-0.000609454,-0.000638653,0.148600314,28.22069321,46.36011466,0.608727856,65.04958974,0.405390915,0.001658066
2578.2681,5,-0.018081833,87.00800916,0.002739821,0.002794366,-0.000609567,-0.000638952,0.148661025,28.22565535,46.36285282,0.608798933,65.06097722,0.405453543,0.001658231
2578.3652,5,-0.0194,87.00796288,0.002740492,0.002794949,-0.000610179,-0.000638483,0.148661732,28.23050458,46.36516273,0.608873191,65.07215428,0.405516905,0.001658466
2578.4624,5,-0.0194,87.00792536,0.002741498,0.002795142,-0.000609865,-0.000637911,0.14866575,28.23533309,46.36797879,0.608940347,65.08328079,0.40558032,0.001658658
2578.5593,5,-0.0194,87.00790083,0.002741091,0.002795223,-0.000609513,-0.000638758,0.14875671,28.24034188,46.37093578,0.609009532,65.09475067,0.405642799,0.001658782
2578.6565,5,-0.0186575,87.00787815,0.002742109,0.002796087,-0.00061022,-0.000638798,0.14872067,28.24523236,46.37383668,0.609076893,65.1060533,0.405705682,0.001658898
2578.7534,5,-0.014297,87.00785554,0.002743825,0.00279768,-0.000610493,-0.000638533,0.148601731,28.25020406,46.37720299,0.609139884,65.117612,0.405768093,0.001659013
2578.8506,5,-0.014,87.00783286,0.002745363,0.002798227,-0.000610426,-0.000639362,0.148553336,28.25515972,46.38007989,0.609208949,65.12907517,0.405830492,0.001659129
2578.9478,5,-0.014,87.00780418,0.002744827,0.00279842,-0.00061063,-0.000639482,0.148645548,28.26012747,46.38204527,0.609290239,65.14044936,0.405893159,0.001659275
2579.0447,5,-0.014,87.00778157,0.002744093,0.002798787,-0.000611288,-0.000638992,0.148738473,28.26518847,46.38500881,0.60936042,65.15203788,0.40595528,0.00165939
2579.1418,5,-0.016931167,87.00775891,0.002744518,0.002798732,-0.000610675,-0.000639118,0.148789547,28.27012637,46.38813954,0.609425742,65.16337741,0.406018052,0.001659505
2579.2388,5,-0.0183,87.00773432,0.002745176,0.002798307,-0.000610468,-0.000639528,0.148847957,28.27514354,46.39118235,0.609493919,65.17489357,0.40608029,0.00165963
2579.3359,5,-0.0183,87.00770962,0.002745687,0.002800176,-0.000611258,-0.000640021,0.148782518,28.28011613,46.39392228,0.609565106,65.18640993,0.406142629,0.001659756
2579.4331,5,-0.0183,87.00768651,0.002746226,0.002800587,-0.000611313,-0.000639619,0.148801089,28.28497245,46.39649611,0.60963596,65.19758844,0.406206187,0.001659874
2579.53,5,-0.0183,87.00766067,0.002747052,0.002801299,-0.00061204,-0.000640126,0.148786457,28.28968029,46.39920763,0.609701797,65.20845228,0.406270395,0.001660006
2579.6272,5,-0.0183,87.00758765,0.002746147,0.002801029,-0.000611768,-0.000640521,0.148928041,28.29449365,46.4022799,0.609765161,65.21942942,0.406334261,0.001660377
2579.7241,5,-0.0183,87.00756491,0.002746836,0.002801271,-0.000612077,-0.000640425,0.148947706,28.29932129,46.40487099,0.609835146,65.23054086,0.406397821,0.001660493
2579.8213,5,-0.0183,87.00753899,0.002747491,0.002802494,-0.000611888,-0.000640401,0.148913036,28.30406119,46.40759207,0.609901525,65.24149529,0.406461756,0.001660625
2579.9185,5,-0.017580417,87.00751568,0.002748838,0.002802775,-0.000612626,-0.00064146,0.148891827,28.30893985,46.41068777,0.609965963,65.25275838,0.406524759,0.001660744
2580.0154,5,-0.0172,87.00749123,0.002748551,0.002802951,-0.000612309,-0.000641202,0.148971268,28.31383913,46.41370442,0.610031875,65.26398518,0.406587971,0.001660869
2580.1125,5,-0.0172,87.00745883,0.002747581,0.002802591,-0.000612696,-0.000641104,0.149121222,28.3187543,46.41613206,0.610105863,65.27518989,0.40665135,0.001661034
2580.2095,5,-0.0172,87.00742978,0.002749634,0.002803921,-0.000612524,-0.000641698,0.148998072,28.32367792,46.41851583,0.610180602,65.28664148,0.406713884,0.001661181
